flight_number,departure/arrival_airport,departure/arrival_airport,flight_status,city_name,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,actual_datetime_flight
XY 59,Riyadh King Khaled,RUH,Unknown,Jeddah,JED,2024-08-16 19:00+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-16 19:00+03:00,
SV 1045,,RUH,Unknown,Jeddah,JED,2024-08-16 19:00+03:00,5,Boeing 777,Saudi Arabian,Departure,,
XY 253,,RUH,Unknown,Amman,AMM,2024-08-16 19:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1160,Riyadh King Khaled,RUH,Unknown,Ad Dammam,DMM,2024-08-16 19:00+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-16 19:00+03:00,
RJ 5731,,RUH,Unknown,Amman,AMM,2024-08-16 19:00+03:00,2,Embraer 195,Royal Jordanian,Departure,,
SV 1229,Riyadh King Khaled,RUH,Unknown,Arar,RAE,2024-08-16 19:10+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-16 19:10+03:00,
SV 1905,,RUH,Unknown,Taif,TIF,2024-08-16 19:15+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 97,Riyadh King Khaled,RUH,Departed,Medina,MED,2024-08-16 19:20+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-16 19:20+03:00,
SV 1785,,RUH,Unknown,Jazan,GIZ,2024-08-16 19:20+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1673,,RUH,Unknown,Abha,N/A,2024-08-16 19:30+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1465,Riyadh King Khaled,RUH,Departed,Medina,MED,2024-08-16 19:35+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-16 19:35+03:00,
XY 265,,RUH,Unknown,Cairo,CAI,2024-08-16 19:40+03:00,3,Airbus A320 NEO,flynas,Departure,,
NE 167,Riyadh King Khaled,RUH,Departed,Cairo,CAI,2024-08-16 19:40+03:00,2,Airbus A320,Nesma,Departure,2024-08-16 19:40+03:00,
F3 143,,RUH,Unknown,Jeddah,JED,2024-08-16 19:45+03:00,5,Airbus A320,flyadeal,Departure,,
XY 259,Riyadh King Khaled,RUH,Unknown,Istanbul,SAW,2024-08-16 19:55+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-16 19:55+03:00,
SV 1297,,RUH,Unknown,Gerayat,URY,2024-08-16 19:55+03:00,5,Airbus A321,Saudi Arabian,Departure,,
F3 14,,RUH,Unknown,Abha,AHB,2024-08-16 08:00+03:00,5,Airbus A320,flyadeal,Arrival,,
NP 151,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 08:00+03:00,2,Airbus A320,Nile Air,Arrival,2024-08-16 05:15+03:00,
EK 819,,RUH,Unknown,Dubai,DXB,2024-08-16 08:05+03:00,2,Boeing 777-300ER,Emirates,Arrival,,
SV 3434,Alexandria Borg El Arab,RUH,Unknown,Alexandria,HBE,2024-08-16 08:05+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-16 05:00+03:00,
SV 1133,,RUH,Unknown,Ad Dammam,DMM,2024-08-16 08:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
G9 151,Sharjah ,RUH,Unknown,Sharjah,SHJ,2024-08-16 08:20+03:00,1,Airbus A320,Air Arabia,Arrival,2024-08-16 07:35+04:00,
SV 1662,,RUH,Unknown,Abha,AHB,2024-08-16 08:40+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
XY 348,Addis Ababa Bole,RUH,Unknown,Addis Ababa,ADD,2024-08-16 08:50+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 05:10+03:00,
SV 1020,,RUH,Unknown,Jeddah,JED,2024-08-16 08:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
FZ 847,,RUH,Unknown,Dubai,DXB,2024-08-16 08:50+03:00,2,Boeing 737,flydubai,Arrival,,
SV 276,Istanbul ,RUH,Expected,Istanbul,IST,2024-08-16 08:55+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-16 04:30+03:00,2024-08-16 04:30+03:00
SV 1480,,RUH,Unknown,Al Qaysumah,AQI,2024-08-16 08:55+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
EY 357,Abu Dhabi Island and Internal Islands City Abu Dhabi,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-16 09:00+03:00,3,Airbus A321,Etihad Airways,Arrival,2024-08-16 08:00+04:00,
SV 1394,,RUH,Unknown,Al-Jawf,AJF,2024-08-16 09:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 18,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 09:05+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 07:15+03:00,
F3 102,,RUH,Unknown,Jeddah,JED,2024-08-16 09:10+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1902,,RUH,Unknown,Taif,TIF,2024-08-16 09:10+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-16 07:35+03:00,
SV 1764,,RUH,Unknown,Jazan,GIZ,2024-08-16 09:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1230,,RUH,Unknown,Arar,RAE,2024-08-16 09:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 84,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-16 09:20+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 07:45+03:00,
F3 32,,RUH,Unknown,Jazan,GIZ,2024-08-16 09:30+03:00,5,Airbus A320,flyadeal,Arrival,,
PK 753,Islamabad ,RUH,Unknown,Islamabad,ISB,2024-08-16 09:30+03:00,2,Boeing 777-300,Pakistan International,Arrival,2024-08-16 07:30+05:00,
SV 1522,,RUH,Unknown,Tabuk,TUU,2024-08-16 09:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 8680,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-16 09:45+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 08:00+03:00,
SV 1022,,RUH,Unknown,Jeddah,JED,2024-08-16 09:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
XY 4,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 09:55+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 08:05+03:00,
RJ 736,,RUH,Unknown,Amman,AMM,2024-08-16 09:55+03:00,2,Embraer 195,Royal Jordanian,Arrival,,
F3 104,,RUH,Unknown,Jeddah,JED,2024-08-16 10:10+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 122,,RUH,Unknown,Tabuk,TUU,2024-08-16 10:10+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 08:15+03:00,
QR 1170,,RUH,Unknown,Doha,DOH,2024-08-16 10:15+03:00,3,Boeing 777-300ER,Qatar Airways,Arrival,,
SV 1139,Ad Dammam King Fahd,RUH,Unknown,Ad Dammam,DMM,2024-08-16 10:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-16 09:00+03:00,
SV 1842,,RUH,Unknown,Neyran,EAM,2024-08-16 10:30+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 82,,RUH,Unknown,Abha,AHB,2024-08-16 10:30+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1664,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-16 10:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 08:50+03:00,
SV 1885,,RUH,Unknown,Sharura,SHW,2024-08-16 10:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 106,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-16 10:35+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 08:45+03:00,
F3 224,,RUH,Expected,Medina,MED,2024-08-16 10:40+03:00,5,Airbus A320,flyadeal,Arrival,,
IX 721,Kannur International Airport,RUH,Unknown,Kannur International Airport,N/A,2024-08-16 10:40+03:00,2,Boeing 737,Air India Express,Arrival,,
F3 204,,RUH,Unknown,Tabuk,TUU,2024-08-16 10:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1024,,RUH,Unknown,Jeddah,JED,2024-08-16 10:50+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,,
SV 1458,Medina Prince Mohammad Bin Abdulaziz,RUH,Expected,Medina,MED,2024-08-16 10:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-16 09:15+03:00,2024-08-16 09:08+03:00
ME 424,,RUH,Unknown,Beirut,BEY,2024-08-16 10:50+03:00,3,Airbus A320,Middle East,Arrival,,
GF 163,Manama Bahrain,RUH,Unknown,Manama,BAH,2024-08-16 10:55+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-16 09:40+03:00,
XY 6,,RUH,Unknown,Jeddah,JED,2024-08-16 11:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
KU 773,Kuwait City Kuwait,RUH,Unknown,Kuwait City,KWI,2024-08-16 11:05+03:00,2,Airbus A320,Kuwait Airways,Arrival,2024-08-16 09:50+03:00,
SV 1708,,RUH,Unknown,Al-Bakha,ABT,2024-08-16 11:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 326,,RUH,Unknown,Hyderabad,HYD,2024-08-16 11:15+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 256,Amman Queen Alia,RUH,Unknown,Amman,AMM,2024-08-16 11:15+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 09:00+03:00,
TK 142,,RUH,Expected,Istanbul,IST,2024-08-16 11:15+03:00,3,Airbus A321,Turkish,Arrival,,
SV 563,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-16 11:40+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-16 10:40+04:00,
XY 328,,RUH,Unknown,Calicut,CCJ,2024-08-16 11:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 94,Medina Prince Mohammad Bin Abdulaziz,RUH,Expected,Medina,MED,2024-08-16 11:50+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 10:25+03:00,2024-08-16 10:28+03:00
SV 1026,,RUH,Unknown,Jeddah,JED,2024-08-16 11:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
MS 651,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,2024-08-16 09:25+03:00,
MS 651,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,2024-08-16 09:25+03:00,
SV 725,,RUH,Unknown,Islamabad,ISB,2024-08-16 12:05+03:00,4,Boeing 777,Saudi Arabian,Arrival,,
SV 1272,,RUH,Unknown,Burayda,ELQ,2024-08-16 12:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
FZ 841,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-16 12:15+03:00,2,Boeing 737,flydubai,Arrival,2024-08-16 11:15+04:00,
SV 1141,,RUH,Unknown,Ad Dammam,DMM,2024-08-16 12:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 202,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-16 12:20+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 11:25+04:00,
XY 20,,RUH,Unknown,Jeddah,JED,2024-08-16 12:25+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 3755,Hyderabad Rajiv Gandhi,RUH,Unknown,Hyderabad,HYD,2024-08-16 12:35+03:00,4,Airbus A330-300,Saudi Arabian,Arrival,2024-08-16 10:00+05:30,
SV 1736,,RUH,Unknown,Bisha,BHH,2024-08-16 12:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
J9 221,Kuwait City Kuwait,RUH,Unknown,Kuwait City,KWI,2024-08-16 12:40+03:00,2,Airbus A320,Jazeera Airways,Arrival,2024-08-16 11:25+03:00,
F3 206,,RUH,Unknown,Tabuk,TUU,2024-08-16 12:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1294,,RUH,Unknown,Gerayat,URY,2024-08-16 12:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-16 10:50+03:00,
SV 1028,,RUH,Unknown,Jeddah,JED,2024-08-16 12:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
QR 1164,Doha Hamad,RUH,Unknown,Doha,DOH,2024-08-16 13:10+03:00,3,Boeing 777-300ER,Qatar Airways,Arrival,2024-08-16 11:40+03:00,
F3 34,,RUH,Unknown,Jazan,GIZ,2024-08-16 13:10+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 264,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 10:50+03:00,
XY 220,,RUH,Unknown,Dubai,DXB,2024-08-16 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1806,Jazan Jizan Regional,RUH,Unknown,Jazan,GIZ,2024-08-16 13:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 11:45+03:00,
IX 995,,RUH,Unknown,Hyderabad,HYD,2024-08-16 13:40+03:00,2,Boeing 737,Air India Express,Arrival,,
F3 16,,RUH,Unknown,Abha,AHB,2024-08-16 13:45+03:00,5,Airbus A320,flyadeal,Arrival,,
F3 226,Medina Prince Mohammad Bin Abdulaziz,RUH,Expected,Medina,MED,2024-08-16 13:50+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-16 12:20+03:00,2024-08-16 12:34+03:00
XY 140,,RUH,Unknown,Al-Bakha,ABT,2024-08-16 13:50+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1534,,RUH,Unknown,Tabuk,TUU,2024-08-16 13:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 11:45+03:00,
SV 1030,,RUH,Unknown,Jeddah,JED,2024-08-16 13:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
F3 506,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-16 13:50+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-16 12:50+04:00,
SV 1900,,RUH,Unknown,Taif,TIF,2024-08-16 13:55+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
F3 116,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 14:05+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-16 12:25+03:00,
SV 1143,,RUH,Unknown,Ad Dammam,DMM,2024-08-16 14:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 22,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 14:20+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 12:30+03:00,
XY 324,,RUH,Unknown,Baku,GYD,2024-08-16 14:20+03:00,3,Airbus A320 NEO,flynas,Arrival,,
E5 337,Alexandria Borg El Arab,RUH,Unknown,Alexandria,HBE,2024-08-16 14:20+03:00,2,Airbus A320,Air Arabia Egypt,Arrival,2024-08-16 11:30+03:00,
XY 344,,RUH,Unknown,Sarajevo,SJJ,2024-08-16 14:25+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 160,Al Ula Majeed Bin Abdulaziz,RUH,Unknown,Al Ula,ULH,2024-08-16 14:25+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 12:50+03:00,
SV 310,,RUH,Unknown,Cairo,CAI,2024-08-16 14:25+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
SV 597,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-16 14:35+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-16 13:30+04:00,
SV 1670,,RUH,Unknown,Abha,AHB,2024-08-16 14:35+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
SV 1510,,RUH,Unknown,Turayf,TUI,2024-08-16 14:35+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 310,Tbilisi ,RUH,Expected,Tbilisi,TBS,2024-08-16 14:45+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 12:35+04:00,2024-08-16 13:00+04:00
XY 304,,RUH,Unknown,Trabzon,TZX,2024-08-16 14:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 709,Karanchi Jinnah,RUH,Unknown,Karanchi,KHI,2024-08-16 14:45+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-16 13:30+05:00,
SV 1032,,RUH,Unknown,Jeddah,JED,2024-08-16 14:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 332,Batumi ,RUH,Expected,Batumi,BUS,2024-08-16 14:55+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 12:35+04:00,2024-08-16 12:38+04:00
GF 189,,RUH,Unknown,Manama,BAH,2024-08-16 15:00+03:00,2,Airbus A320,Gulf Air,Arrival,,
XY 390,,RUH,Expected,Bodrum,BJV,2024-08-16 15:05+03:00,3,Airbus A320 NEO,flynas,Arrival,,
F3 578,Trabzon ,RUH,Unknown,Trabzon,TZX,2024-08-16 15:05+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-16 11:30+03:00,
MS 689,,RUH,Unknown,Cairo,CAI,2024-08-16 15:10+03:00,2,Boeing 737-800,EgyptAir,Arrival,,
WY 683,Muscat ,RUH,Unknown,Muscat,MCT,2024-08-16 15:15+03:00,2,Boeing 737,Oman Air,Arrival,2024-08-16 13:55+04:00,
EY 317,,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-16 15:15+03:00,3,Airbus A320,Etihad Airways,Arrival,,
XY 136,,RUH,Unknown,Neyran,EAM,2024-08-16 15:20+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 13:50+03:00,
SV 573,,RUH,Unknown,Abu Dhabi Island and Internal Islands City,AUH,2024-08-16 15:25+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
XY 252,Amman Queen Alia,RUH,Unknown,Amman,AMM,2024-08-16 15:25+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 13:10+03:00,
SV 1864,,RUH,Unknown,Neyran,EAM,2024-08-16 15:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SM 461,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 15:35+03:00,2,Airbus A320,Air Cairo,Arrival,2024-08-16 12:50+03:00,
F3 120,,RUH,Unknown,Jeddah,JED,2024-08-16 15:35+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 274,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 15:40+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 12:55+03:00,
F3 18,,RUH,Unknown,Abha,AHB,2024-08-16 15:40+03:00,5,Airbus A320,flyadeal,Arrival,,
J9 225,Kuwait City Kuwait,RUH,Unknown,Kuwait City,KWI,2024-08-16 15:45+03:00,2,Airbus A320,Jazeera Airways,Arrival,2024-08-16 14:30+03:00,
SV 1034,,RUH,Unknown,Jeddah,JED,2024-08-16 15:50+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,,
XY 36,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 16:00+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 14:10+03:00,
XY 36,,RUH,Unknown,Jeddah,JED,2024-08-16 16:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 606,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 16:00+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-16 13:10+03:00,
F3 606,,RUH,Unknown,Cairo,CAI,2024-08-16 16:00+03:00,3,Airbus A320,flyadeal,Arrival,,
SV 1524,,RUH,Unknown,Tabuk,TUU,2024-08-16 16:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 13:55+03:00,
SV 1524,,RUH,Unknown,Tabuk,TUU,2024-08-16 16:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
G9 154,Sharjah ,RUH,Unknown,Sharjah,SHJ,2024-08-16 16:00+03:00,1,Airbus A320,Air Arabia,Arrival,2024-08-16 15:15+04:00,
G9 154,,RUH,Unknown,Sharjah,SHJ,2024-08-16 16:00+03:00,1,Airbus A320,Air Arabia,Arrival,,
F3 54,,RUH,Unknown,Taif,TIF,2024-08-16 16:10+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-16 14:30+03:00,
XY 392,,RUH,Expected,Antalya,AYT,2024-08-16 16:15+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1173,Ad Dammam King Fahd,RUH,Unknown,Ad Dammam,DMM,2024-08-16 16:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 15:00+03:00,
F3 76,,RUH,Unknown,Neyran,EAM,2024-08-16 16:15+03:00,5,Airbus A320,flyadeal,Arrival,,
F3 586,Baku Heydar Aliyev,RUH,Unknown,Baku,GYD,2024-08-16 16:30+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-16 13:50+04:00,
SV 541,,RUH,Unknown,Doha,DOH,2024-08-16 16:35+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
SV 3538,Amman Queen Alia,RUH,Unknown,Amman,AMM,2024-08-16 16:40+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-16 14:20+03:00,
F3 26,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-16 16:40+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-16 15:00+03:00,
XY 787,,RUH,Expected,Medina,MED,2024-08-16 16:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1036,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 16:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-16 15:00+03:00,
XY 90,,RUH,Unknown,Abha,AHB,2024-08-16 16:55+03:00,5,Airbus A320 NEO,flynas,Arrival,,
GF 167,Manama Bahrain,RUH,Unknown,Manama,BAH,2024-08-16 17:00+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-16 15:45+03:00,
SV 559,,RUH,Unknown,Dubai,DXB,2024-08-16 17:00+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
SV 1460,Medina Prince Mohammad Bin Abdulaziz,RUH,Expected,Medina,MED,2024-08-16 17:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-16 15:30+03:00,2024-08-16 15:36+03:00
XY 206,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-16 17:10+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 16:15+04:00,
F3 138,,RUH,Unknown,Jeddah,JED,2024-08-16 17:10+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 232,Kuwait City Kuwait,RUH,Unknown,Kuwait City,KWI,2024-08-16 17:15+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-16 15:55+03:00,
SV 3536,,RUH,Unknown,Amman,N/A,2024-08-16 17:15+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
F3 542,Amman,RUH,Unknown,Amman,N/A,2024-08-16 17:15+03:00,3,Airbus A320,flyadeal,Arrival,,
PR 654,,RUH,Expected,Manila,MNL,2024-08-16 17:20+03:00,2,Airbus A330-300,Philippine,Arrival,,
F3 580,Trabzon ,RUH,Unknown,Trabzon,TZX,2024-08-16 17:25+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-16 13:50+03:00,
XY 286,,RUH,Unknown,Cairo,N/A,2024-08-16 17:30+03:00,3,Airbus A320 NEO,flynas,Arrival,,
NE 160,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 17:30+03:00,2,Boeing 737,Nesma,Arrival,2024-08-16 14:50+03:00,
XY 258,,RUH,Unknown,Istanbul,SAW,2024-08-16 17:40+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 634,Amman Queen Alia,RUH,Unknown,Amman,AMM,2024-08-16 17:45+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-16 15:25+03:00,
SV 1808,,RUH,Unknown,Jazan,GIZ,2024-08-16 17:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1672,Abha Regional,RUH,Unknown,Abha,AHB,2024-08-16 17:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 16:05+03:00,
SV 1038,,RUH,Unknown,Jeddah,JED,2024-08-16 17:50+03:00,5,Boeing 777,Saudi Arabian,Arrival,,
F3 122,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 17:55+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-16 16:10+03:00,
RJ 5730,,RUH,Unknown,Amman,AMM,2024-08-16 18:00+03:00,2,Embraer 195,Royal Jordanian,Arrival,,
EK 817,Dubai ,RUH,Unknown,Dubai,DXB,2024-08-16 18:00+03:00,2,Airbus A380-800,Emirates,Arrival,2024-08-16 16:55+04:00,
F3 128,,RUH,Unknown,Jeddah,JED,2024-08-16 18:10+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 60,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 18:15+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-16 16:25+03:00,
XY 222,,RUH,Unknown,Dubai,DXB,2024-08-16 18:15+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1145,Ad Dammam King Fahd,RUH,Unknown,Ad Dammam,DMM,2024-08-16 18:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-16 17:00+03:00,
SV 839,Malé ,RUH,Unknown,Malé,MLE,2024-08-16 18:25+03:00,4,Boeing 787-9,Saudi Arabian,Arrival,2024-08-16 15:25+05:00,
SV 1914,,RUH,Unknown,Taif,TIF,2024-08-16 18:25+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1568,Rio-Sidra,RUH,Unknown,Rio-Sidra,N/A,2024-08-16 18:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 384,,RUH,Expected,Prague,PRG,2024-08-16 18:30+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 268,,RUH,Unknown,Cairo,CAI,2024-08-16 18:30+03:00,3,Airbus A320 NEO,flynas,Arrival,,
F3 608,Cairo ,RUH,Unknown,Cairo,CAI,2024-08-16 18:30+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-16 15:40+03:00,
XY 86,,RUH,Unknown,Abha,AHB,2024-08-16 18:35+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1388,Al-Jawf Domestic,RUH,Unknown,Al-Jawf,AJF,2024-08-16 18:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 16:55+03:00,
NE 166,Cairo ,RUH,Expected,Cairo,CAI,2024-08-16 18:40+03:00,2,Airbus A320,Nesma,Arrival,2024-08-16 16:00+03:00,2024-08-16 18:19+03:00
SV 328,,RUH,Unknown,Sharm el Sheikh,SSH,2024-08-16 18:45+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
SV 110,London Heathrow,RUH,Expected,London,LHR,2024-08-16 18:45+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,2024-08-16 10:00+01:00,2024-08-16 11:05+01:00
SV 418,,RUH,Unknown,Cairo,CAI,2024-08-16 18:50+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
SV 1040,Jeddah King Abdulaziz,RUH,Unknown,Jeddah,JED,2024-08-16 18:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-16 17:00+03:00,
QR 1172,Doha Hamad,RUH,Unknown,Doha,DOH,2024-08-16 18:50+03:00,3,Airbus A330-200,Qatar Airways,Arrival,2024-08-16 17:20+03:00,
