flight_number,airport_code,departure_arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status,GateNumber
F3 54,TIF,2024-08-13T16:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-13T11:30:00.0000000+00:00,Unknown,Closed,103A
SV 1173,DMM,2024-08-13T16:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-13T12:00:00.0000000+00:00,Unknown,Closed,102A
F3 586,GYD,2024-08-13T16:30:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-13T09:50:00.0000000+00:00,Unknown,Closed,107A
F3 26,AHB,2024-08-13T16:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-13T12:00:00.0000000+00:00,Unknown,Closed,104A
SV 1036,JED,2024-08-13T16:50:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-13T12:00:00.0000000+00:00,Unknown,Closed,105A
GF 167,BAH,2024-08-13T17:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-13T12:45:00.0000000+00:00,Unknown,Closed,101A
XY 206,DXB,2024-08-13T17:10:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-13T12:15:00.0000000+00:00,Unknown,Closed,109A
KU 775,KWI,2024-08-13T17:10:00.0000000+03:00,2,Airbus A320,Kuwait Airways,Arrival,2024-08-13T12:50:00.0000000+00:00,Unknown,Closed,107A
PR 654,MNL,2024-08-13T17:20:00.0000000+03:00,2,Airbus A330-300,Philippine,Arrival,2024-08-13T04:35:00.0000000+00:00,Expected,Closed,102A
XY 308,VIE,2024-08-13T17:30:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-13T08:55:00.0000000+00:00,Expected,Closed,103A
XY 258,SAW,2024-08-13T17:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-13T10:50:00.0000000+00:00,Unknown,Closed,109A
SV 1038,JED,2024-08-13T17:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-13T13:00:00.0000000+00:00,Unknown,Closed,103A
F3 122,JED,2024-08-13T17:55:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-13T13:10:00.0000000+00:00,Unknown,Closed,109A
SM 461,CAI,2024-08-13T18:10:00.0000000+03:00,2,Airbus A320,Air Cairo,Arrival,2024-08-13T12:25:00.0000000+00:00,Unknown,Closed,104A
SV 1145,DMM,2024-08-13T18:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-13T14:00:00.0000000+00:00,Unknown,Closed,106A
RJ 730,AMM,2024-08-13T18:25:00.0000000+03:00,2,Embraer 195,Royal Jordanian,Arrival,2024-08-13T13:15:00.0000000+00:00,Unknown,Closed,108A
F3 608,CAI,2024-08-13T18:30:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-13T12:40:00.0000000+00:00,Unknown,Closed,104A
XY 86,AHB,2024-08-13T18:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-13T14:00:00.0000000+00:00,Unknown,Closed,109A
SV 110,LHR,2024-08-13T18:45:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,2024-08-13T09:00:00.0000000+00:00,Expected,Closed,104A
QR 1172,DOH,2024-08-13T18:50:00.0000000+03:00,3,Boeing 777-300ER,Qatar Airways,Arrival,2024-08-13T14:20:00.0000000+00:00,Unknown,Closed,105A
SV 847,BKK,2024-08-13T18:55:00.0000000+03:00,4,Boeing 787-9,Saudi Arabian,Arrival,2024-08-13T08:25:00.0000000+00:00,Expected,Closed,101A
SV 1526,TUU,2024-08-13T19:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-13T14:00:00.0000000+00:00,Unknown,Closed,109A
SV 1080,JED,2024-08-13T19:20:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-13T14:30:00.0000000+00:00,Unknown,Closed,107A
SV 1508,RAH,2024-08-13T19:25:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-13T15:00:00.0000000+00:00,Unknown,Closed,105A
F3 148,JED,2024-08-13T19:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-13T15:05:00.0000000+00:00,Unknown,Closed,109A
XY 138,EAM,2024-08-13T19:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-13T15:20:00.0000000+00:00,Unknown,Closed,104A
SV 1462,MED,2024-08-13T19:50:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-13T15:10:00.0000000+00:00,Expected,Closed,103A
SV 1023,JED,2024-08-14T08:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-14T05:00:00.0000000+00:00,Unknown,Closed,101A
J9 230,KWI,2024-08-14T08:10:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Departure,2024-08-14T05:10:00.0000000+00:00,Unknown,Closed,101A
XY 93,MED,2024-08-14T08:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T05:10:00.0000000+00:00,Departed,Closed,108A
F3 585,GYD,2024-08-14T08:25:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-14T05:25:00.0000000+00:00,Unknown,Closed,101A
XY 13,JED,2024-08-14T08:40:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T05:40:00.0000000+00:00,Unknown,Closed,102A
F3 505,DXB,2024-08-14T08:50:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-14T05:50:00.0000000+00:00,Unknown,Closed,101A
SV 1533,TUU,2024-08-14T08:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T05:55:00.0000000+00:00,Unknown,Closed,101A
SV 1138,DMM,2024-08-14T09:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T06:00:00.0000000+00:00,Unknown,Closed,109A
SV 596,DXB,2024-08-14T09:00:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-14T06:00:00.0000000+00:00,Departed,Closed,106A
SV 179,FRA,2024-08-14T09:05:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-14T06:05:00.0000000+00:00,Departed,Closed,105A
XY 273,CAI,2024-08-14T09:10:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T06:10:00.0000000+00:00,Unknown,Closed,109A
SV 121,LHR,2024-08-14T09:15:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Departure,2024-08-14T06:15:00.0000000+00:00,Departed,Closed,102A
SV 195,ATH,2024-08-14T09:25:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-14T06:25:00.0000000+00:00,Departed,Closed,106A
6E 74,BOM,2024-08-14T09:40:00.0000000+03:00,2,Airbus A320 NEO,IndiGo,Departure,2024-08-14T06:40:00.0000000+00:00,Unknown,Closed,108A
F3 15,AHB,2024-08-14T09:45:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T06:45:00.0000000+00:00,Unknown,Closed,105A
XY 17,JED,2024-08-14T09:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T06:50:00.0000000+00:00,Unknown,Closed,109A
SV 231,BCN,2024-08-14T09:55:00.0000000+03:00,4,Boeing 787-9,Saudi Arabian,Departure,2024-08-14T06:55:00.0000000+00:00,Departed,Closed,107A
SV 1027,JED,2024-08-14T10:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-14T07:00:00.0000000+00:00,Unknown,Closed,104A
XY 251,AMM,2024-08-14T10:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T07:00:00.0000000+00:00,Unknown,Closed,103A
EY 358,AUH,2024-08-14T10:05:00.0000000+03:00,3,Airbus A320,Etihad Airways,Departure,2024-08-14T07:05:00.0000000+00:00,Unknown,Closed,108A
SV 1669,AHB,2024-08-14T10:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T07:10:00.0000000+00:00,Unknown,Closed,109A
NP 152,CAI,2024-08-14T10:30:00.0000000+03:00,2,Airbus A320,Nile Air,Departure,2024-08-14T07:30:00.0000000+00:00,Unknown,Closed,102A
SV 572,AUH,2024-08-14T10:45:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-14T07:45:00.0000000+00:00,Unknown,Closed,105A
SV 1029,JED,2024-08-14T11:00:00.0000000+03:00,5,Boeing 777,Saudi Arabian,Departure,2024-08-14T08:00:00.0000000+00:00,Unknown,Closed,103A
SV 1865,EAM,2024-08-14T11:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T08:05:00.0000000+00:00,Unknown,Closed,104A
F3 119,JED,2024-08-14T11:25:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T08:25:00.0000000+00:00,Unknown,Closed,101A
PK 754,ISB,2024-08-14T11:30:00.0000000+03:00,2,Boeing 777-200,Pakistan International,Departure,2024-08-14T08:30:00.0000000+00:00,Unknown,Closed,105A
XY 35,JED,2024-08-14T11:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T08:30:00.0000000+00:00,Unknown,Closed,101A
QR 1171,DOH,2024-08-14T11:45:00.0000000+03:00,3,Boeing 777-300ER,Qatar Airways,Departure,2024-08-14T08:45:00.0000000+00:00,Unknown,Closed,107A
ME 425,BEY,2024-08-14T11:50:00.0000000+03:00,3,Airbus A320,Middle East,Departure,2024-08-14T08:50:00.0000000+00:00,Unknown,Closed,105A
XY 267,CAI,2024-08-14T12:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T09:00:00.0000000+00:00,Unknown,Closed,106A
F3 607,CAI,2024-08-14T12:00:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-14T09:00:00.0000000+00:00,Unknown,Closed,108A
SV 633,AMM,2024-08-14T12:05:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-14T09:05:00.0000000+00:00,Unknown,Closed,106A
F3 75,EAM,2024-08-14T12:05:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T09:05:00.0000000+00:00,Unknown,Closed,101A
TK 143,IST,2024-08-14T12:15:00.0000000+03:00,3,Airbus A321,Turkish,Departure,2024-08-14T09:15:00.0000000+00:00,Departed,Closed,107A
SV 540,DOH,2024-08-14T12:30:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-14T09:30:00.0000000+00:00,Unknown,Closed,108A
SV 327,SSH,2024-08-14T12:40:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-14T09:40:00.0000000+00:00,Unknown,Closed,101A
SV 1461,MED,2024-08-14T13:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T10:00:00.0000000+00:00,Departed,Closed,109A
SV 1033,JED,2024-08-14T13:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T10:00:00.0000000+00:00,Unknown,Closed,107A
XY 19,JED,2024-08-14T13:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T10:10:00.0000000+00:00,Unknown,Closed,107A
H9 574,KTM,2024-08-14T13:15:00.0000000+03:00,2,Airbus A320,Himalaya,Departure,2024-08-14T10:15:00.0000000+00:00,Unknown,Closed,105A
J9 222,KWI,2024-08-14T13:25:00.0000000+03:00,2,Airbus A320 NEO,Jazeera Airways,Departure,2024-08-14T10:25:00.0000000+00:00,Unknown,Closed,102A
XY 231,KWI,2024-08-14T13:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T10:35:00.0000000+00:00,Unknown,Closed,108A
QR 1173,DOH,2024-08-14T13:40:00.0000000+03:00,3,Airbus A330-300,Qatar Airways,Departure,2024-08-14T10:40:00.0000000+00:00,Unknown,Closed,103A
SV 1735,BHH,2024-08-14T13:45:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T10:45:00.0000000+00:00,Unknown,Closed,104A
SV 1035,JED,2024-08-14T14:00:00.0000000+03:00,5,Boeing 777,Saudi Arabian,Departure,2024-08-14T11:00:00.0000000+00:00,Unknown,Closed,108A
XY 85,AHB,2024-08-14T14:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T11:35:00.0000000+00:00,Unknown,Closed,103A
SM 462,CAI,2024-08-14T14:40:00.0000000+03:00,2,Airbus A320,Air Cairo,Departure,2024-08-14T11:40:00.0000000+00:00,Unknown,Closed,101A
F3 125,JED,2024-08-14T14:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T11:50:00.0000000+00:00,Unknown,Closed,101A
SV 1037,JED,2024-08-14T15:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-14T12:00:00.0000000+00:00,Unknown,Closed,107A
XY 21,JED,2024-08-14T15:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T12:05:00.0000000+00:00,Unknown,Closed,104A
XY 211,DXB,2024-08-14T15:10:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T12:10:00.0000000+00:00,Unknown,Closed,101A
SV 520,BAH,2024-08-14T15:25:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-14T12:25:00.0000000+00:00,Unknown,Closed,103A
XY 223,DOH,2024-08-14T15:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T12:40:00.0000000+00:00,Unknown,Closed,105A
XY 137,EAM,2024-08-14T15:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T12:50:00.0000000+00:00,Unknown,Closed,104A
GF 190,BAH,2024-08-14T16:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Departure,2024-08-14T13:00:00.0000000+00:00,Unknown,Closed,106A
SV 1039,JED,2024-08-14T16:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T13:00:00.0000000+00:00,Unknown,Closed,107A
XY 355,TIA,2024-08-14T16:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T13:00:00.0000000+00:00,Unknown,Closed,109A
MS 690,CAI,2024-08-14T16:00:00.0000000+03:00,2,Boeing 737-800,EgyptAir,Departure,2024-08-14T13:00:00.0000000+00:00,Unknown,Closed,104A
SV 560,DXB,2024-08-14T16:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-14T13:00:00.0000000+00:00,Departed,Closed,108A
SV 510,KWI,2024-08-14T16:05:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-14T13:05:00.0000000+00:00,Unknown,Closed,103A
SV 1853,EAM,2024-08-14T16:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T13:15:00.0000000+00:00,Unknown,Closed,109A
XY 271,CAI,2024-08-14T16:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T13:25:00.0000000+00:00,Unknown,Closed,104A
F3 131,JED,2024-08-14T16:25:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T13:25:00.0000000+00:00,Unknown,Closed,101A
SV 1927,WAE,2024-08-14T16:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T13:35:00.0000000+00:00,Unknown,Closed,101A
F3 21,AHB,2024-08-14T16:40:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T13:40:00.0000000+00:00,Unknown,Closed,101A
SV 804,DAC,2024-08-14T16:50:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Departure,2024-08-13T13:50:00.0000000+00:00,Unknown,Closed,106A
F3 229,MED,2024-08-14T16:55:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T13:55:00.0000000+00:00,Departed,Closed,104A
SV 1154,DMM,2024-08-14T17:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T14:00:00.0000000+00:00,Unknown,Closed,105A
XY 788,MED,2024-08-14T17:30:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T14:30:00.0000000+00:00,Departed,Closed,106A
SV 1703,ABT,2024-08-14T17:30:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T14:30:00.0000000+00:00,Unknown,Closed,104A
XY 37,JED,2024-08-14T17:40:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T14:40:00.0000000+00:00,Unknown,Closed,104A
F3 23,AHB,2024-08-14T17:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T14:50:00.0000000+00:00,Unknown,Closed,109A
F3 137,JED,2024-08-14T17:55:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-14T14:55:00.0000000+00:00,Unknown,Closed,106A
SV 552,DXB,2024-08-14T18:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-14T15:00:00.0000000+00:00,Unknown,Closed,107A
SV 1335,HAS,2024-08-14T18:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T15:10:00.0000000+00:00,Unknown,Closed,108A
SV 333,HBE,2024-08-14T18:35:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Departure,2024-08-14T15:35:00.0000000+00:00,Unknown,Closed,104A
KU 776,KWI,2024-08-14T18:40:00.0000000+03:00,2,Airbus A320,Kuwait Airways,Departure,2024-08-14T15:40:00.0000000+00:00,Unknown,Closed,103A
F3 513,DXB,2024-08-14T18:50:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-14T15:50:00.0000000+00:00,Unknown,Closed,105A
SV 1529,TUU,2024-08-14T18:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T15:50:00.0000000+00:00,Unknown,Closed,104A
XY 141,ABT,2024-08-14T18:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-14T15:55:00.0000000+00:00,Unknown,Closed,103A
SV 1045,JED,2024-08-14T19:00:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Departure,2024-08-14T16:00:00.0000000+00:00,Unknown,Closed,109A
SV 1229,RAE,2024-08-14T19:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-14T16:10:00.0000000+00:00,Unknown,Closed,109A
RJ 731,AMM,2024-08-14T19:15:00.0000000+03:00,2,Airbus A320,Royal Jordanian,Departure,2024-08-14T16:15:00.0000000+00:00,Unknown,Closed,105A
XY 259,SAW,2024-08-14T19:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-14T16:25:00.0000000+00:00,Unknown,Closed,105A
SV 1465,MED,2024-08-14T19:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-14T16:35:00.0000000+00:00,Departed,Closed,108A
AI 922,BOM,2024-08-14T19:40:00.0000000+03:00,2,Airbus A320 NEO,Air India,Departure,2024-08-13T16:40:00.0000000+00:00,Unknown,Closed,107A
F3 14,AHB,2024-08-14T08:00:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-14T03:20:00.0000000+00:00,Unknown,Closed,106A
G9 151,SHJ,2024-08-14T08:20:00.0000000+03:00,1,Airbus A320,Air Arabia,Arrival,2024-08-14T03:35:00.0000000+00:00,Unknown,Closed,103A
6E 73,BOM,2024-08-14T08:40:00.0000000+03:00,2,Airbus A320 NEO,IndiGo,Arrival,2024-08-14T01:25:00.0000000+00:00,Unknown,Closed,104A
FZ 847,DXB,2024-08-14T08:50:00.0000000+03:00,2,Boeing 737,flydubai,Arrival,2024-08-14T03:50:00.0000000+00:00,Unknown,Closed,104A
XY 348,ADD,2024-08-14T08:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-14T02:10:00.0000000+00:00,Unknown,Closed,108A
EY 357,AUH,2024-08-14T09:00:00.0000000+03:00,3,Airbus A320,Etihad Airways,Arrival,2024-08-14T04:00:00.0000000+00:00,Unknown,Closed,105A
XY 18,JED,2024-08-14T09:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-14T04:15:00.0000000+00:00,Unknown,Closed,103A
F3 102,JED,2024-08-14T09:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-14T04:30:00.0000000+00:00,Unknown,Closed,109A
XY 84,AHB,2024-08-14T09:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-14T04:45:00.0000000+00:00,Unknown,Closed,101A
NP 151,CAI,2024-08-14T09:30:00.0000000+03:00,2,Airbus A320,Nile Air,Arrival,2024-08-14T03:45:00.0000000+00:00,Unknown,Closed,102A
SV 1522,TUU,2024-08-14T09:40:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-14T04:35:00.0000000+00:00,Unknown,Closed,102A
XY 4,JED,2024-08-14T09:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-14T05:05:00.0000000+00:00,Unknown,Closed,106A
XY 122,TUU,2024-08-14T10:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-14T05:15:00.0000000+00:00,Unknown,Closed,104A
QR 1170,DOH,2024-08-14T10:15:00.0000000+03:00,3,Boeing 777-300ER,Qatar Airways,Arrival,2024-08-14T05:45:00.0000000+00:00,Unknown,Closed,101A
SV 1885,SHW,2024-08-14T10:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-14T05:50:00.0000000+00:00,Unknown,Closed,106A
F3 224,MED,2024-08-14T10:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-14T06:10:00.0000000+00:00,Expected,Closed,104A
F3 204,TUU,2024-08-14T10:45:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-14T05:45:00.0000000+00:00,Unknown,Closed,105A
SV 1458,MED,2024-08-14T10:50:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-14T06:15:00.0000000+00:00,Expected,Closed,108A
GF 163,BAH,2024-08-14T10:55:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-14T06:40:00.0000000+00:00,Unknown,Closed,103A
SV 1708,ABT,2024-08-14T11:05:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-14T06:25:00.0000000+00:00,Unknown,Closed,103A
TK 142,IST,2024-08-14T11:15:00.0000000+03:00,3,Airbus A321,Turkish,Arrival,2024-08-14T04:05:00.0000000+00:00,Expected,Closed,102A
XY 328,CCJ,2024-08-14T11:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-14T03:40:00.0000000+00:00,Unknown,Closed,105A
XY 94,MED,2024-08-14T11:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-14T07:25:00.0000000+00:00,Expected,Closed,105A
SV 725,ISB,2024-08-14T12:05:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-14T04:50:00.0000000+00:00,Unknown,Closed,102A
SV 1141,DMM,2024-08-14T12:15:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-14T08:00:00.0000000+00:00,Unknown,Closed,101A
FZ 841,DXB,2024-08-14T12:15:00.0000000+03:00,2,Boeing 737,flydubai,Arrival,2024-08-14T07:15:00.0000000+00:00,Unknown,Closed,101A
QR 1172,DOH,2024-08-14T12:20:00.0000000+03:00,3,Airbus A330-300,Qatar Airways,Arrival,2024-08-14T07:50:00.0000000+00:00,Unknown,Closed,105A
J9 221,KWI,2024-08-14T12:40:00.0000000+03:00,2,Airbus A320 NEO,Jazeera Airways,Arrival,2024-08-14T08:25:00.0000000+00:00,Unknown,Closed,104A
SV 1028,JED,2024-08-14T12:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-14T08:00:00.0000000+00:00,Unknown,Closed,106A
QR 1164,DOH,2024-08-14T13:10:00.0000000+03:00,3,Boeing 777-300ER,Qatar Airways,Arrival,2024-08-14T08:40:00.0000000+00:00,Unknown,Closed,103A
IX 995,HYD,2024-08-14T13:40:00.0000000+03:00,2,Boeing 737,Air India Express,Arrival,2024-08-14T04:55:00.0000000+00:00,Unknown,Closed,102A
SM 461,CAI,2024-08-14T13:45:00.0000000+03:00,2,Airbus A320,Air Cairo,Arrival,2024-08-14T08:56:00.0000000+00:00,Expected,Closed,108A
XY 140,ABT,2024-08-14T13:50:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-14T09:20:00.0000000+00:00,Unknown,Closed,105A
SV 1534,TUU,2024-08-14T13:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-14T08:45:00.0000000+00:00,Unknown,Closed,105A
SV 1030,JED,2024-08-14T13:50:00.0000000+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,2024-08-14T09:00:00.0000000+00:00,Unknown,Closed,106A
F3 226,MED,2024-08-14T13:50:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-14T09:20:00.0000000+00:00,Expected,Closed,108A
XY 220,DXB,2024-08-14T14:05:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-14T09:10:00.0000000+00:00,Unknown,Closed,105A
XY 324,GYD,2024-08-14T14:20:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-14T08:30:00.0000000+00:00,Unknown,Closed,102A
E5 337,HBE,2024-08-14T14:20:00.0000000+03:00,2,Airbus A320,Air Arabia Egypt,Arrival,2024-08-14T08:30:00.0000000+00:00,Unknown,Closed,105A
SV 597,DXB,2024-08-14T14:30:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-14T09:30:00.0000000+00:00,Unknown,Closed,105A
SV 1510,TUI,2024-08-14T14:35:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-14T09:40:00.0000000+00:00,Unknown,Closed,105A
SV 709,KHI,2024-08-14T14:45:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-14T08:30:00.0000000+00:00,Unknown,Closed,106A
XY 332,BUS,2024-08-14T14:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-14T08:35:00.0000000+00:00,Expected,Closed,108A
MS 689,CAI,2024-08-14T15:00:00.0000000+03:00,2,Boeing 737-800,EgyptAir,Arrival,2024-08-14T09:35:00.0000000+00:00,Unknown,Closed,106A
XY 390,BJV,2024-08-14T15:05:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-14T08:15:00.0000000+00:00,Expected,Closed,102A
EY 317,AUH,2024-08-14T15:15:00.0000000+03:00,3,Airbus A320,Etihad Airways,Arrival,2024-08-14T10:15:00.0000000+00:00,Unknown,Closed,101A
XY 136,EAM,2024-08-14T15:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-14T10:50:00.0000000+00:00,Unknown,Closed,102A
SV 1864,EAM,2024-08-14T15:25:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-14T10:35:00.0000000+00:00,Unknown,Closed,105A
XY 274,CAI,2024-08-14T15:40:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-14T09:55:00.0000000+00:00,Expected,Closed,106A
J9 225,KWI,2024-08-14T15:45:00.0000000+03:00,2,Airbus A320,Jazeera Airways,Arrival,2024-08-14T11:30:00.0000000+00:00,Unknown,Closed,107A
