flight_number,airport_code,departure_arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status,GateNumber
SV 1480,AQI,2024-08-24T08:55:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-24T04:45:00.0000000+00:00,Unknown,Closed,104A
SV 1394,AJF,2024-08-24T09:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T04:20:00.0000000+00:00,Unknown,Closed,102A
SV 1764,GIZ,2024-08-24T09:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T04:15:00.0000000+00:00,Unknown,Closed,105A
NE 162,CAI,2024-08-24T09:15:00.0000000+03:00,2,Boeing 737,Nesma,Arrival,2024-08-24T03:35:00.0000000+00:00,Unknown,Closed,103A
XY 84,AHB,2024-08-24T09:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T04:45:00.0000000+00:00,Unknown,Closed,108A
F3 32,GIZ,2024-08-24T09:30:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-24T04:40:00.0000000+00:00,Unknown,Closed,109A
XY 4,JED,2024-08-24T09:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T05:05:00.0000000+00:00,Unknown,Closed,103A
XY 122,TUU,2024-08-24T10:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T05:15:00.0000000+00:00,Unknown,Closed,107A
SV 1139,DMM,2024-08-24T10:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T06:00:00.0000000+00:00,Unknown,Closed,109A
SV 1842,EAM,2024-08-24T10:30:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-24T05:40:00.0000000+00:00,Unknown,Closed,107A
SV 1885,SHW,2024-08-24T10:35:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-24T05:50:00.0000000+00:00,Unknown,Closed,107A
F3 224,MED,2024-08-24T10:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-24T06:10:00.0000000+00:00,Expected,Closed,102A
SV 1024,JED,2024-08-24T10:50:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-24T06:00:00.0000000+00:00,Unknown,Closed,108A
GF 163,BAH,2024-08-24T10:55:00.0000000+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-24T06:40:00.0000000+00:00,Unknown,Closed,107A
SV 1708,ABT,2024-08-24T11:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-24T06:25:00.0000000+00:00,Unknown,Closed,103A
SV 8294,URY,2024-08-24T11:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T06:15:00.0000000+00:00,Unknown,Closed,108A
SV 563,DXB,2024-08-24T11:40:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-24T06:40:00.0000000+00:00,Expected,Closed,105A
SV 1026,JED,2024-08-24T11:50:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-24T07:00:00.0000000+00:00,Unknown,Closed,101A
MS 651,CAI,2024-08-24T12:00:00.0000000+03:00,2,Airbus A330-300,EgyptAir,Arrival,2024-08-24T06:25:00.0000000+00:00,Unknown,Closed,105A
SV 513,KWI,2024-08-24T12:15:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-24T07:50:00.0000000+00:00,Unknown,Closed,101A
FZ 841,DXB,2024-08-24T12:15:00.0000000+03:00,2,Boeing 737,flydubai,Arrival,2024-08-24T07:15:00.0000000+00:00,Unknown,Closed,105A
XY 20,JED,2024-08-24T12:25:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T07:35:00.0000000+00:00,Unknown,Closed,106A
J9 221,KWI,2024-08-24T12:40:00.0000000+03:00,2,Airbus A320 NEO,Jazeera Airways,Arrival,2024-08-24T08:25:00.0000000+00:00,Unknown,Closed,102A
QR 1164,DOH,2024-08-24T13:10:00.0000000+03:00,3,Airbus A350-900,Qatar Airways,Arrival,2024-08-24T08:40:00.0000000+00:00,Expected,Closed,107A
XY 264,CAI,2024-08-24T13:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-24T07:50:00.0000000+00:00,Unknown,Closed,107A
SV 1806,GIZ,2024-08-24T13:40:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T08:45:00.0000000+00:00,Unknown,Closed,103A
SV 807,DAC,2024-08-24T13:45:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-24T04:40:00.0000000+00:00,Unknown,Closed,105A
F3 506,DXB,2024-08-24T13:50:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-24T08:50:00.0000000+00:00,Unknown,Closed,102A
SV 1030,JED,2024-08-24T13:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T09:00:00.0000000+00:00,Unknown,Closed,109A
SV 1900,TIF,2024-08-24T13:55:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T09:20:00.0000000+00:00,Unknown,Closed,108A
SV 38,IAD,2024-08-24T14:50:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-23T23:10:00.0000000+00:00,Expected,Closed,101A
XY 22,JED,2024-08-24T14:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T09:30:00.0000000+00:00,Unknown,Closed,109A
SV 310,CAI,2024-08-24T14:25:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-24T08:35:00.0000000+00:00,Unknown,Closed,103A
XY 344,SJJ,2024-08-24T14:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-24T06:20:00.0000000+00:00,Unknown,Closed,108A
SV 1670,AHB,2024-08-24T14:35:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-24T09:45:00.0000000+00:00,Unknown,Closed,106A
SV 1032,JED,2024-08-24T14:50:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-24T10:00:00.0000000+00:00,Unknown,Closed,103A
XY 332,BUS,2024-08-24T14:55:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-24T08:35:00.0000000+00:00,Expected,Closed,103A
GF 189,BAH,2024-08-24T15:00:00.0000000+03:00,2,Airbus A320,Gulf Air,Arrival,2024-08-24T10:45:00.0000000+00:00,Unknown,Closed,108A
F3 578,TZX,2024-08-24T15:05:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-24T08:30:00.0000000+00:00,Unknown,Closed,108A
WY 683,MCT,2024-08-24T15:15:00.0000000+03:00,2,Boeing 737-800,Oman Air,Arrival,2024-08-24T09:55:00.0000000+00:00,Unknown,Closed,107A
XY 252,AMM,2024-08-24T15:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-24T10:10:00.0000000+00:00,Expected,Closed,109A
F3 18,AHB,2024-08-24T15:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-24T11:00:00.0000000+00:00,Unknown,Closed,101A
SV 829,KUL,2024-08-24T15:55:00.0000000+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,2024-08-24T05:00:00.0000000+00:00,Expected,Closed,108A
G9 154,SHJ,2024-08-24T16:00:00.0000000+03:00,1,Airbus A321 NEO,Air Arabia,Arrival,2024-08-24T11:15:00.0000000+00:00,Unknown,Closed,105A
SV 1524,TUU,2024-08-24T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T10:55:00.0000000+00:00,Unknown,Closed,106A
XY 36,JED,2024-08-24T16:00:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T11:10:00.0000000+00:00,Unknown,Closed,109A
F3 54,TIF,2024-08-24T16:10:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-24T11:30:00.0000000+00:00,Unknown,Closed,105A
F3 526,DWC,2024-08-24T16:20:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-24T11:20:00.0000000+00:00,Unknown,Closed,109A
F3 586,GYD,2024-08-24T16:30:00.0000000+03:00,3,Airbus A320,flyadeal,Arrival,2024-08-24T09:50:00.0000000+00:00,Unknown,Closed,101A
F3 26,AHB,2024-08-24T16:40:00.0000000+03:00,5,Airbus A320,flyadeal,Arrival,2024-08-24T12:00:00.0000000+00:00,Unknown,Closed,102A
SV 1036,JED,2024-08-24T16:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T12:00:00.0000000+00:00,Unknown,Closed,101A
GF 167,BAH,2024-08-24T17:00:00.0000000+03:00,2,Boeing 787-9,Gulf Air,Arrival,2024-08-24T12:45:00.0000000+00:00,Unknown,Closed,109A
SV 1460,MED,2024-08-24T17:10:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Arrival,2024-08-24T12:30:00.0000000+00:00,Expected,Closed,101A
XY 232,KWI,2024-08-24T17:15:00.0000000+03:00,3,Airbus A320 NEO,flynas,Arrival,2024-08-24T12:55:00.0000000+00:00,Unknown,Closed,109A
PR 654,MNL,2024-08-24T17:20:00.0000000+03:00,2,Airbus A330-300,Philippine,Arrival,2024-08-24T04:35:00.0000000+00:00,Expected,Closed,106A
SV 1738,BHH,2024-08-24T17:25:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-24T12:55:00.0000000+00:00,Unknown,Closed,104A
SV 1038,JED,2024-08-24T17:50:00.0000000+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,2024-08-24T13:00:00.0000000+00:00,Unknown,Closed,103A
MU 269,PVG,2024-08-24T17:50:00.0000000+03:00,3,Airbus A330-200,China Eastern,Arrival,2024-08-24T04:20:00.0000000+00:00,Unknown,Closed,103A
EK 817,DXB,2024-08-24T18:00:00.0000000+03:00,2,Airbus A380-800,Emirates,Arrival,2024-08-24T12:55:00.0000000+00:00,Unknown,Closed,109A
XY 60,JED,2024-08-24T18:15:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T13:25:00.0000000+00:00,Unknown,Closed,109A
SV 839,MLE,2024-08-24T18:25:00.0000000+03:00,4,Boeing 787-9,Saudi Arabian,Arrival,2024-08-24T10:25:00.0000000+00:00,Unknown,Closed,102A
SV 1914,TIF,2024-08-24T18:25:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T13:50:00.0000000+00:00,Unknown,Closed,105A
XY 86,AHB,2024-08-24T18:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T14:00:00.0000000+00:00,Unknown,Closed,108A
XY 142,ABT,2024-08-24T18:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T14:05:00.0000000+00:00,Unknown,Closed,101A
SV 1232,RAE,2024-08-24T18:45:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T14:00:00.0000000+00:00,Unknown,Closed,107A
SV 418,CAI,2024-08-24T18:50:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Arrival,2024-08-24T13:00:00.0000000+00:00,Unknown,Closed,106A
SV 521,BAH,2024-08-24T18:55:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Arrival,2024-08-24T14:35:00.0000000+00:00,Unknown,Closed,104A
SV 1080,JED,2024-08-24T19:20:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T14:30:00.0000000+00:00,Unknown,Closed,107A
SV 144,CDG,2024-08-24T19:20:00.0000000+03:00,4,Boeing 777,Saudi Arabian,Arrival,2024-08-24T10:00:00.0000000+00:00,Expected,Closed,106A
SV 1508,RAH,2024-08-24T19:25:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Arrival,2024-08-24T15:00:00.0000000+00:00,Unknown,Closed,104A
XY 46,JED,2024-08-24T19:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Arrival,2024-08-24T14:45:00.0000000+00:00,Unknown,Closed,108A
SV 511,KWI,2024-08-24T19:45:00.0000000+03:00,4,Airbus A321,Saudi Arabian,Arrival,2024-08-24T15:20:00.0000000+00:00,Unknown,Closed,102A
SV 1042,JED,2024-08-24T19:50:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Arrival,2024-08-24T15:00:00.0000000+00:00,Unknown,Closed,106A
SV 1295,URY,2024-08-25T08:05:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-25T05:05:00.0000000+00:00,Unknown,Closed,107A
XY 93,MED,2024-08-25T08:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T05:10:00.0000000+00:00,Departed,Closed,108A
XY 257,SAW,2024-08-25T08:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T05:35:00.0000000+00:00,Unknown,Closed,109A
XY 219,DXB,2024-08-25T08:45:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T05:45:00.0000000+00:00,Departed,Closed,108A
SV 1138,DMM,2024-08-25T09:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-25T06:00:00.0000000+00:00,Unknown,Closed,101A
SV 1025,JED,2024-08-25T09:00:00.0000000+03:00,5,Boeing 787,Saudi Arabian,Departure,2024-08-25T06:00:00.0000000+00:00,Unknown,Closed,109A
SV 1805,GIZ,2024-08-25T09:05:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-25T06:05:00.0000000+00:00,Unknown,Closed,104A
XY 273,CAI,2024-08-25T09:10:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T06:10:00.0000000+00:00,Unknown,Closed,102A
Q4 7517,PZU,2024-08-25T09:20:00.0000000+03:00,2,Boeing 737-300,Euroairlines,Departure,2024-08-25T06:20:00.0000000+00:00,Unknown,Closed,109A
EK 820,DXB,2024-08-25T09:40:00.0000000+03:00,2,Boeing 777-300ER,Emirates,Departure,2024-08-25T06:40:00.0000000+00:00,Unknown,Closed,102A
F3 15,AHB,2024-08-25T09:45:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T06:45:00.0000000+00:00,Unknown,Closed,108A
FZ 848,DXB,2024-08-25T09:50:00.0000000+03:00,2,Boeing 737 MAX 8,flydubai,Departure,2024-08-25T06:50:00.0000000+00:00,Unknown,Closed,101A
SV 1027,JED,2024-08-25T10:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-25T07:00:00.0000000+00:00,Unknown,Closed,104A
XY 139,ABT,2024-08-25T10:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T07:05:00.0000000+00:00,Unknown,Closed,102A
F3 225,MED,2024-08-25T10:15:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T07:15:00.0000000+00:00,Departed,Closed,108A
XY 159,ULH,2024-08-25T10:40:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T07:40:00.0000000+00:00,Unknown,Closed,103A
SV 1029,JED,2024-08-25T11:00:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-25T08:00:00.0000000+00:00,Unknown,Closed,106A
SV 1865,EAM,2024-08-25T11:05:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-25T08:05:00.0000000+00:00,Unknown,Closed,108A
SV 1525,TUU,2024-08-25T11:10:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-25T08:10:00.0000000+00:00,Unknown,Closed,107A
XY 135,EAM,2024-08-25T11:20:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T08:20:00.0000000+00:00,Unknown,Closed,107A
F3 119,JED,2024-08-25T11:25:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T08:25:00.0000000+00:00,Unknown,Closed,108A
SV 558,DXB,2024-08-25T11:30:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-25T08:30:00.0000000+00:00,Unknown,Closed,107A
SV 1333,HAS,2024-08-25T11:30:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-25T08:30:00.0000000+00:00,Unknown,Closed,101A
QR 1171,DOH,2024-08-25T11:45:00.0000000+03:00,3,Boeing 787-9,Qatar Airways,Departure,2024-08-25T08:45:00.0000000+00:00,Departed,Closed,103A
ME 425,BEY,2024-08-25T11:50:00.0000000+03:00,3,Airbus A320,Middle East,Departure,2024-08-25T08:50:00.0000000+00:00,Unknown,Closed,106A
XY 267,CAI,2024-08-25T12:00:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T09:00:00.0000000+00:00,Unknown,Closed,102A
F3 607,CAI,2024-08-25T12:00:00.0000000+03:00,3,Airbus A320,flyadeal,Departure,2024-08-25T09:00:00.0000000+00:00,Unknown,Closed,109A
SV 1031,JED,2024-08-25T12:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-25T09:00:00.0000000+00:00,Unknown,Closed,102A
F3 75,EAM,2024-08-25T12:05:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T09:05:00.0000000+00:00,Unknown,Closed,103A
XY 205,DXB,2024-08-25T12:20:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T09:20:00.0000000+00:00,Departed,Closed,105A
KU 774,KWI,2024-08-25T12:25:00.0000000+03:00,2,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-25T09:25:00.0000000+00:00,Unknown,Closed,109A
QR 1173,DOH,2024-08-25T12:45:00.0000000+03:00,3,Airbus A330-200,Qatar Airways,Departure,2024-08-25T09:45:00.0000000+00:00,Departed,Closed,102A
XY 89,AHB,2024-08-25T12:55:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T09:55:00.0000000+00:00,Unknown,Closed,102A
SV 1033,JED,2024-08-25T13:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-25T10:00:00.0000000+00:00,Unknown,Closed,101A
XY 19,JED,2024-08-25T13:10:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T10:10:00.0000000+00:00,Unknown,Closed,106A
SV 1807,GIZ,2024-08-25T13:15:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-25T10:15:00.0000000+00:00,Unknown,Closed,107A
XY 221,DXB,2024-08-25T13:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T10:25:00.0000000+00:00,Departed,Closed,103A
XY 231,KWI,2024-08-25T13:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T10:35:00.0000000+00:00,Unknown,Closed,106A
SV 554,DXB,2024-08-25T13:45:00.0000000+03:00,4,Airbus A320,Saudi Arabian,Departure,2024-08-25T10:45:00.0000000+00:00,Unknown,Closed,104A
SM 462,CAI,2024-08-25T14:00:00.0000000+03:00,2,Airbus A320,Air Cairo,Departure,2024-08-25T11:00:00.0000000+00:00,Departed,Closed,104A
F3 127,JED,2024-08-25T14:00:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T11:00:00.0000000+00:00,Unknown,Closed,105A
XY 85,AHB,2024-08-25T14:35:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T11:35:00.0000000+00:00,Unknown,Closed,102A
F3 125,JED,2024-08-25T14:50:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T11:50:00.0000000+00:00,Unknown,Closed,101A
XY 21,JED,2024-08-25T15:05:00.0000000+03:00,5,Airbus A320 NEO,flynas,Departure,2024-08-25T12:05:00.0000000+00:00,Unknown,Closed,101A
F3 19,AHB,2024-08-25T15:20:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T12:20:00.0000000+00:00,Unknown,Closed,106A
SV 1463,MED,2024-08-25T15:30:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-25T12:30:00.0000000+00:00,Departed,Closed,104A
XY 207,DXB,2024-08-25T15:50:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T12:50:00.0000000+00:00,Unknown,Closed,109A
SV 1507,RAH,2024-08-25T15:55:00.0000000+03:00,5,Airbus A321,Saudi Arabian,Departure,2024-08-25T12:55:00.0000000+00:00,Unknown,Closed,109A
GF 190,BAH,2024-08-25T16:00:00.0000000+03:00,2,Airbus A320 NEO,Gulf Air,Departure,2024-08-25T13:00:00.0000000+00:00,Unknown,Closed,106A
SV 1039,JED,2024-08-25T16:00:00.0000000+03:00,5,Airbus A320,Saudi Arabian,Departure,2024-08-25T13:00:00.0000000+00:00,Unknown,Closed,102A
SV 560,DXB,2024-08-25T16:00:00.0000000+03:00,4,Airbus A330,Saudi Arabian,Departure,2024-08-25T13:00:00.0000000+00:00,Departed,Closed,109A
SV 1675,AHB,2024-08-25T16:10:00.0000000+03:00,5,Airbus A330,Saudi Arabian,Departure,2024-08-25T13:10:00.0000000+00:00,Unknown,Closed,101A
F3 131,JED,2024-08-25T16:25:00.0000000+03:00,5,Airbus A320,flyadeal,Departure,2024-08-25T13:25:00.0000000+00:00,Unknown,Closed,107A
XY 271,CAI,2024-08-25T16:25:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T13:25:00.0000000+00:00,Departed,Closed,102A
J9 226,KWI,2024-08-25T16:30:00.0000000+03:00,2,Airbus A320 NEO,Jazeera Airways,Departure,2024-08-25T13:30:00.0000000+00:00,Unknown,Closed,101A
XY 277,SSH,2024-08-25T16:35:00.0000000+03:00,3,Airbus A320 NEO,flynas,Departure,2024-08-25T13:35:00.0000000+00:00,Unknown,Closed,105A
