flight_number,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status
SV 1394,AJF,2024-08-22 09:00+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 04:20:00+00:00,Unknown,Closed
SV 1764,GIZ,2024-08-22 09:10+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 04:15:00+00:00,Unknown,Closed
F3 102,JED,2024-08-22 09:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 04:30:00+00:00,Unknown,Closed
XY 84,AHB,2024-08-22 09:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 04:45:00+00:00,Unknown,Closed
SV 1022,JED,2024-08-22 09:50+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-22 05:00:00+00:00,Unknown,Closed
PK 725,LHE,2024-08-22 10:00+03:00,2.0,Boeing 777-200,Pakistan International,Arrival,2024-08-22 03:00:00+00:00,Unknown,Closed
XY 122,TUU,2024-08-22 10:10+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 05:15:00+00:00,Unknown,Closed
SV 1139,DMM,2024-08-22 10:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 06:00:00+00:00,Unknown,Closed
SV 1842,EAM,2024-08-22 10:30+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 05:40:00+00:00,Unknown,Closed
XY 82,AHB,2024-08-22 10:30+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 05:55:00+00:00,Unknown,Closed
SV 1664,AHB,2024-08-22 10:40+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-22 05:50:00+00:00,Unknown,Closed
F3 204,TUU,2024-08-22 10:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 05:45:00+00:00,Unknown,Closed
SV 1458,MED,2024-08-22 10:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 06:15:00+00:00,Expected,Closed
SV 1024,JED,2024-08-22 10:50+03:00,5.0,Airbus A330-300,Saudi Arabian,Arrival,2024-08-22 06:00:00+00:00,Unknown,Closed
XY 6,JED,2024-08-22 11:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 06:10:00+00:00,Unknown,Closed
SV 1708,ABT,2024-08-22 11:05+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 06:25:00+00:00,Unknown,Closed
SV 8294,URY,2024-08-22 11:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 06:15:00+00:00,Unknown,Closed
SV 563,DXB,2024-08-22 11:40+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 06:40:00+00:00,Unknown,Closed
XY 94,MED,2024-08-22 11:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 07:25:00+00:00,Expected,Closed
SV 1272,ELQ,2024-08-22 12:10+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 08:05:00+00:00,Unknown,Closed
FZ 841,DXB,2024-08-22 12:15+03:00,2.0,Boeing 737 MAX 8,flydubai,Arrival,2024-08-22 07:15:00+00:00,Unknown,Closed
XY 202,DXB,2024-08-22 12:20+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 07:25:00+00:00,Unknown,Closed
SV 1736,BHH,2024-08-22 12:35+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 08:05:00+00:00,Unknown,Closed
F3 206,TUU,2024-08-22 12:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 07:55:00+00:00,Unknown,Closed
SV 1028,JED,2024-08-22 12:50+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-22 08:00:00+00:00,Unknown,Closed
NP 151,CAI,2024-08-22 13:00+03:00,2.0,Airbus A321,Nile Air,Arrival,2024-08-22 07:15:00+00:00,Unknown,Closed
SM 463,HMB,2024-08-22 13:00+03:00,2.0,Airbus A320,Air Cairo,Arrival,2024-08-22 07:30:00+00:00,Unknown,Closed
XY 71,DMM,2024-08-22 13:10+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 09:05:00+00:00,Unknown,Closed
F3 34,GIZ,2024-08-22 13:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 08:20:00+00:00,Unknown,Closed
XY 264,CAI,2024-08-22 13:35+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 07:50:00+00:00,Expected,Closed
SV 807,DAC,2024-08-22 13:45+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-22 04:40:00+00:00,Unknown,Closed
F3 16,AHB,2024-08-22 13:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 09:05:00+00:00,Unknown,Closed
SV 1030,JED,2024-08-22 13:50+03:00,5.0,Airbus A330-300,Saudi Arabian,Arrival,2024-08-22 09:00:00+00:00,Unknown,Closed
F3 506,DXB,2024-08-22 13:50+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-22 08:50:00+00:00,Unknown,Closed
F3 226,MED,2024-08-22 13:50+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 09:20:00+00:00,Expected,Closed
SV 793,PEW,2024-08-22 14:00+03:00,4.0,Airbus A330-300,Saudi Arabian,Arrival,2024-08-22 06:45:00+00:00,Unknown,Closed
F3 116,JED,2024-08-22 14:05+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 09:25:00+00:00,Unknown,Closed
SV 1143,DMM,2024-08-22 14:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 10:00:00+00:00,Unknown,Closed
E5 410,CAI,2024-08-22 14:20+03:00,2.0,Airbus A320,Air Arabia Egypt,Arrival,2024-08-22 08:40:00+00:00,Unknown,Closed
SV 310,CAI,2024-08-22 14:25+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-22 08:35:00+00:00,Unknown,Closed
SV 597,DXB,2024-08-22 14:35+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-22 09:30:00+00:00,Unknown,Closed
XY 310,TBS,2024-08-22 14:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 08:35:00+00:00,Expected,Closed
SV 1332,HAS,2024-08-22 14:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 10:30:00+00:00,Unknown,Closed
SV 1238,RAE,2024-08-22 14:55+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 10:15:00+00:00,Unknown,Closed
XY 390,BJV,2024-08-22 15:05+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 08:15:00+00:00,Expected,Closed
EY 317,AUH,2024-08-22 15:15+03:00,3.0,Airbus A320,Etihad Airways,Arrival,2024-08-22 10:15:00+00:00,Unknown,Closed
SV 1573,ULH,2024-08-22 15:20+03:00,5.0,Boeing 777,Saudi Arabian,Arrival,2024-08-22 10:35:00+00:00,Unknown,Closed
SV 1864,EAM,2024-08-22 15:25+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 10:35:00+00:00,Unknown,Closed
F3 18,AHB,2024-08-22 15:40+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 11:00:00+00:00,Unknown,Closed
J9 225,KWI,2024-08-22 15:45+03:00,2.0,Airbus A320,Jazeera Airways,Arrival,2024-08-22 11:30:00+00:00,Unknown,Closed
SV 829,KUL,2024-08-22 15:55+03:00,4.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-22 05:40:00+00:00,Expected,Closed
SV 1524,TUU,2024-08-22 16:00+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 10:55:00+00:00,Unknown,Closed
F3 606,CAI,2024-08-22 16:00+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-22 10:10:00+00:00,Unknown,Closed
XY 36,JED,2024-08-22 16:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 11:10:00+00:00,Unknown,Closed
SV 206,FCO,2024-08-22 16:05+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 07:50:00+00:00,Expected,Closed
XY 392,AYT,2024-08-22 16:15+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 09:45:00+00:00,Expected,Closed
F3 526,DWC,2024-08-22 16:20+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-22 11:20:00+00:00,Unknown,Closed
SV 541,DOH,2024-08-22 16:35+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 12:00:00+00:00,Expected,Closed
XY 787,MED,2024-08-22 16:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 12:20:00+00:00,Expected,Closed
XY 90,AHB,2024-08-22 16:55+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 12:20:00+00:00,Unknown,Closed
SV 1460,MED,2024-08-22 17:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 12:30:00+00:00,Expected,Closed
KU 775,KWI,2024-08-22 17:10+03:00,2.0,Airbus A320,Kuwait Airways,Arrival,2024-08-22 12:50:00+00:00,Unknown,Closed
F3 138,JED,2024-08-22 17:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 12:30:00+00:00,Unknown,Closed
PR 654,MNL,2024-08-22 17:20+03:00,2.0,Airbus A330-300,Philippine,Arrival,2024-08-22 04:35:00+00:00,Expected,Closed
XY 150,AJF,2024-08-22 17:25+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 12:45:00+00:00,Unknown,Closed
SV 1808,GIZ,2024-08-22 17:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 12:55:00+00:00,Unknown,Closed
MU 269,PVG,2024-08-22 17:50+03:00,3.0,Airbus A330-200,China Eastern,Arrival,2024-08-22 04:20:00+00:00,Unknown,Closed
RJ 730,AMM,2024-08-22 18:25+03:00,2.0,Embraer 195,Royal Jordanian,Arrival,2024-08-22 13:15:00+00:00,Unknown,Closed
F3 608,CAI,2024-08-22 18:30+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-22 12:40:00+00:00,Unknown,Closed
XY 86,AHB,2024-08-22 18:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 14:00:00+00:00,Unknown,Closed
SV 1388,AJF,2024-08-22 18:35+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 13:55:00+00:00,Unknown,Closed
SV 328,SSH,2024-08-22 18:45+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-22 13:20:00+00:00,Unknown,Closed
SV 1040,JED,2024-08-22 18:50+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-22 14:00:00+00:00,Unknown,Closed
F3 126,JED,2024-08-22 19:00+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-22 14:20:00+00:00,Unknown,Closed
SV 1526,TUU,2024-08-22 19:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 14:00:00+00:00,Unknown,Closed
SV 555,DXB,2024-08-22 19:20+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-22 14:15:00+00:00,Unknown,Closed
SV 144,CDG,2024-08-22 19:20+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-22 10:00:00+00:00,Expected,Closed
XY 224,DOH,2024-08-22 19:25+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 15:05:00+00:00,Expected,Closed
XY 360,TZX,2024-08-22 19:40+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-22 13:25:00+00:00,Unknown,Closed
SV 1926,WAE,2024-08-22 19:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 15:35:00+00:00,Unknown,Closed
SV 1023,JED,2024-08-23 08:00+03:00,5.0,Boeing 787-9,Saudi Arabian,Departure,2024-08-23 05:00:00+00:00,Unknown,Closed
J9 230,KWI,2024-08-23 08:10+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-23 05:10:00+00:00,Unknown,Closed
XY 93,MED,2024-08-23 08:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 05:10:00+00:00,Departed,Closed
XY 257,SAW,2024-08-23 08:35+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-23 05:35:00+00:00,Unknown,Closed
XY 13,JED,2024-08-23 08:40+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 05:40:00+00:00,Unknown,Closed
F3 505,DXB,2024-08-23 08:50+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-23 05:50:00+00:00,Unknown,Closed
SV 225,AGP,2024-08-23 08:55+03:00,4.0,Boeing 787-9,Saudi Arabian,Departure,2024-08-23 05:55:00+00:00,Departed,Closed
NP 152,CAI,2024-08-23 09:00+03:00,2.0,Airbus A321,Nile Air,Departure,2024-08-23 06:00:00+00:00,Unknown,Closed
SV 596,DXB,2024-08-23 09:00+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 06:00:00+00:00,Departed,Closed
SV 1138,DMM,2024-08-23 09:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 06:00:00+00:00,Unknown,Closed
SV 239,GVA,2024-08-23 09:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 06:00:00+00:00,Departed,Closed
SV 1533,TUU,2024-08-23 09:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 06:00:00+00:00,Unknown,Closed
SV 213,MXP,2024-08-23 09:05+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 06:05:00+00:00,Departed,Closed
G9 152,SHJ,2024-08-23 09:10+03:00,1.0,Airbus A320,Air Arabia,Departure,2024-08-23 06:10:00+00:00,Unknown,Closed
SV 121,LHR,2024-08-23 09:15+03:00,4.0,Boeing 777,Saudi Arabian,Departure,2024-08-23 06:15:00+00:00,Departed,Closed
SV 195,ATH,2024-08-23 09:25+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 06:25:00+00:00,Departed,Closed
SV 129,NCE,2024-08-23 09:40+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 06:40:00+00:00,Departed,Closed
FZ 848,DXB,2024-08-23 09:50+03:00,2.0,Boeing 737-800,flydubai,Departure,2024-08-23 06:50:00+00:00,Unknown,Closed
SV 207,FCO,2024-08-23 09:55+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 06:55:00+00:00,Departed,Closed
SV 1511,TUI,2024-08-23 10:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 07:00:00+00:00,Unknown,Closed
F3 115,JED,2024-08-23 10:00+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-23 07:00:00+00:00,Unknown,Closed
EY 358,AUH,2024-08-23 10:05+03:00,3.0,Airbus A321 (Sharklets),Etihad Airways,Departure,2024-08-23 07:05:00+00:00,Unknown,Closed
SV 1669,AHB,2024-08-23 10:10+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 07:10:00+00:00,Unknown,Closed
SV 263,IST,2024-08-23 10:30+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 07:30:00+00:00,Expected,Closed
RJ 737,AMM,2024-08-23 10:55+03:00,2.0,Embraer 195,Royal Jordanian,Departure,2024-08-23 07:55:00+00:00,Unknown,Closed
SV 1140,DMM,2024-08-23 11:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 08:00:00+00:00,Unknown,Closed
SV 774,COK,2024-08-23 11:10+03:00,4.0,Airbus A330-300,Saudi Arabian,Departure,2024-08-23 08:10:00+00:00,Unknown,Closed
XY 135,EAM,2024-08-23 11:20+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 08:20:00+00:00,Unknown,Closed
SV 1333,HAS,2024-08-23 11:30+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 08:30:00+00:00,Unknown,Closed
PK 754,ISB,2024-08-23 11:30+03:00,2.0,Boeing 777-200,Pakistan International,Departure,2024-08-23 08:30:00+00:00,Unknown,Closed
F3 541,AMM,2024-08-23 11:40+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-23 08:40:00+00:00,Unknown,Closed
QR 1171,DOH,2024-08-23 11:45+03:00,3.0,Airbus A350-900,Qatar Airways,Departure,2024-08-23 08:45:00+00:00,Departed,Closed
SV 417,CAI,2024-08-23 11:50+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 08:50:00+00:00,Unknown,Closed
XY 267,CAI,2024-08-23 12:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-23 09:00:00+00:00,Unknown,Closed
GF 164,BAH,2024-08-23 12:05+03:00,2.0,Boeing 787-9,Gulf Air,Departure,2024-08-23 09:05:00+00:00,Unknown,Closed
F3 53,TIF,2024-08-23 12:10+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-23 09:10:00+00:00,Unknown,Closed
KU 774,KWI,2024-08-23 12:25+03:00,2.0,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-23 09:25:00+00:00,Unknown,Closed
F3 25,AHB,2024-08-23 12:35+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-23 09:35:00+00:00,Unknown,Closed
SV 1461,MED,2024-08-23 13:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 10:00:00+00:00,Departed,Closed
SV 1172,DMM,2024-08-23 13:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 10:00:00+00:00,Unknown,Closed
XY 19,JED,2024-08-23 13:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 10:10:00+00:00,Unknown,Closed
SV 1807,GIZ,2024-08-23 13:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 10:15:00+00:00,Unknown,Closed
J9 222,KWI,2024-08-23 13:25+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-23 10:25:00+00:00,Unknown,Closed
XY 231,KWI,2024-08-23 13:35+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-23 10:35:00+00:00,Unknown,Closed
XY 217,DXB,2024-08-23 13:50+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-23 10:50:00+00:00,Unknown,Closed
SV 1035,JED,2024-08-23 14:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 11:00:00+00:00,Unknown,Closed
SV 1915,TIF,2024-08-23 14:35+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 11:35:00+00:00,Unknown,Closed
QR 1165,DOH,2024-08-23 14:40+03:00,3.0,Airbus A350-900,Qatar Airways,Departure,2024-08-23 11:40:00+00:00,Departed,Closed
SV 637,AMM,2024-08-23 14:55+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 11:55:00+00:00,Unknown,Closed
XY 305,TZX,2024-08-23 14:55+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-23 11:55:00+00:00,Unknown,Closed
E5 338,HBE,2024-08-23 15:10+03:00,2.0,Airbus A320,Air Arabia Egypt,Departure,2024-08-23 12:10:00+00:00,Unknown,Closed
F3 19,AHB,2024-08-23 15:20+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-23 12:20:00+00:00,Unknown,Closed
F3 573,IST,2024-08-23 15:30+03:00,3.0,Airbus A330-200,flyadeal,Departure,2024-08-23 12:30:00+00:00,Departed,Closed
XY 137,EAM,2024-08-23 15:50+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 12:50:00+00:00,Unknown,Closed
GF 190,BAH,2024-08-23 16:00+03:00,2.0,Airbus A321,Gulf Air,Departure,2024-08-23 13:00:00+00:00,Unknown,Closed
SV 1787,GIZ,2024-08-23 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 13:00:00+00:00,Unknown,Closed
SV 560,DXB,2024-08-23 16:00+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 13:00:00+00:00,Unknown,Closed
SV 1039,JED,2024-08-23 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 13:00:00+00:00,Unknown,Closed
SV 510,KWI,2024-08-23 16:05+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 13:05:00+00:00,Unknown,Closed
SV 1853,EAM,2024-08-23 16:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 13:15:00+00:00,Unknown,Closed
WY 684,MCT,2024-08-23 16:25+03:00,2.0,Boeing 737,Oman Air,Departure,2024-08-23 13:25:00+00:00,Unknown,Closed
SM 462,CAI,2024-08-23 16:30+03:00,2.0,Airbus A320,Air Cairo,Departure,2024-08-23 13:30:00+00:00,Unknown,Closed
SV 1927,WAE,2024-08-23 16:35+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 13:35:00+00:00,Unknown,Closed
F3 21,AHB,2024-08-23 16:40+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-23 13:40:00+00:00,Unknown,Closed
F3 229,MED,2024-08-23 16:55+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-23 13:55:00+00:00,Departed,Closed
SV 1154,DMM,2024-08-23 17:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 14:00:00+00:00,Unknown,Closed
SV 1041,JED,2024-08-23 17:00+03:00,5.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-23 14:00:00+00:00,Unknown,Closed
XY 788,MED,2024-08-23 17:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 14:30:00+00:00,Departed,Closed
SV 1703,ABT,2024-08-23 17:30+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 14:30:00+00:00,Unknown,Closed
F3 587,TBS,2024-08-23 17:50+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-23 14:50:00+00:00,Departed,Closed
SV 1393,AJF,2024-08-23 17:55+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 14:55:00+00:00,Unknown,Closed
SV 552,DXB,2024-08-23 18:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 15:00:00+00:00,Departed,Closed
GF 168,BAH,2024-08-23 18:00+03:00,2.0,Boeing 787-9,Gulf Air,Departure,2024-08-23 15:00:00+00:00,Unknown,Closed
SV 1335,HAS,2024-08-23 18:10+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 15:10:00+00:00,Unknown,Closed
SV 1583,YNB,2024-08-23 18:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 15:15:00+00:00,Unknown,Closed
SV 333,HBE,2024-08-23 18:35+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 15:35:00+00:00,Unknown,Closed
F3 139,JED,2024-08-23 18:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-23 15:45:00+00:00,Unknown,Closed
PR 655,MNL,2024-08-23 18:50+03:00,2.0,Airbus A330-300,Philippine,Departure,2024-08-22 15:50:00+00:00,Departed,Closed
XY 141,ABT,2024-08-23 18:55+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 15:55:00+00:00,Unknown,Closed
SV 1160,DMM,2024-08-23 19:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 16:00:00+00:00,Unknown,Closed
XY 59,JED,2024-08-23 19:00+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-23 16:00:00+00:00,Unknown,Closed
SV 1785,GIZ,2024-08-23 19:20+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-23 16:20:00+00:00,Unknown,Closed
SV 1673,AHB,2024-08-23 19:30+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-23 16:30:00+00:00,Unknown,Closed
NE 165,CAI,2024-08-23 19:40+03:00,2.0,Boeing 737,Nesma,Departure,2024-08-23 16:40:00+00:00,Unknown,Closed
SV 1297,URY,2024-08-23 19:55+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-23 16:55:00+00:00,Unknown,Closed
NP 151,CAI,2024-08-23 08:00+03:00,2.0,Airbus A321,Nile Air,Arrival,2024-08-23 02:15:00+00:00,Unknown,Closed
SV 3434,HBE,2024-08-23 08:05+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-23 02:00:00+00:00,Unknown,Closed
SV 1133,DMM,2024-08-23 08:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-23 04:00:00+00:00,Unknown,Closed
XY 348,ADD,2024-08-23 08:50+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-23 02:10:00+00:00,Unknown,Closed
SV 1020,JED,2024-08-23 08:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-23 04:00:00+00:00,Unknown,Closed
SV 276,IST,2024-08-23 08:55+03:00,4.0,Airbus A321 NEO,Saudi Arabian,Arrival,2024-08-23 01:30:00+00:00,Expected,Closed
EY 357,AUH,2024-08-23 09:00+03:00,3.0,Airbus A321 (Sharklets),Etihad Airways,Arrival,2024-08-23 04:00:00+00:00,Unknown,Closed
F3 102,JED,2024-08-23 09:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-23 04:30:00+00:00,Unknown,Closed
SV 1230,RAE,2024-08-23 09:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-23 04:30:00+00:00,Unknown,Closed
F3 32,GIZ,2024-08-23 09:30+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-23 04:40:00+00:00,Unknown,Closed
SV 1522,TUU,2024-08-23 09:40+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-23 04:35:00+00:00,Unknown,Closed
RJ 736,AMM,2024-08-23 09:55+03:00,2.0,Embraer 195,Royal Jordanian,Arrival,2024-08-23 04:45:00+00:00,Unknown,Closed
XY 122,TUU,2024-08-23 10:10+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-23 05:15:00+00:00,Unknown,Closed
SV 1139,DMM,2024-08-23 10:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-23 06:00:00+00:00,Unknown,Closed
SV 1664,AHB,2024-08-23 10:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-23 05:50:00+00:00,Unknown,Closed
XY 106,GIZ,2024-08-23 10:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-23 05:45:00+00:00,Unknown,Closed
ME 424,BEY,2024-08-23 10:50+03:00,3.0,Airbus A321 NEO,Middle East,Arrival,2024-08-23 05:30:00+00:00,Unknown,Closed
GF 163,BAH,2024-08-23 10:55+03:00,2.0,Boeing 787-9,Gulf Air,Arrival,2024-08-23 06:40:00+00:00,Unknown,Closed
SV 1708,ABT,2024-08-23 11:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-23 06:25:00+00:00,Unknown,Closed
SV 563,DXB,2024-08-23 11:40+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-23 06:40:00+00:00,Unknown,Closed
SV 1026,JED,2024-08-23 11:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-23 07:00:00+00:00,Unknown,Closed
SV 1272,ELQ,2024-08-23 12:10+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-23 08:05:00+00:00,Unknown,Closed
FZ 841,DXB,2024-08-23 12:15+03:00,2.0,Boeing 737,flydubai,Arrival,2024-08-23 07:15:00+00:00,Expected,Closed
