flight_number,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,flight_status,gate_status
F3 23,AHB,2024-08-21 17:50+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-21 14:50:00+00:00,Unknown,Closed
SV 1043,JED,2024-08-21 18:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 15:00:00+00:00,Unknown,Closed
SV 552,DXB,2024-08-21 18:00+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 15:00:00+00:00,Unknown,Closed
SV 1335,HAS,2024-08-21 18:10+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 15:10:00+00:00,Unknown,Closed
XY 269,CAI,2024-08-21 18:15+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-21 15:15:00+00:00,Unknown,Closed
XY 91,AHB,2024-08-21 18:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-21 15:30:00+00:00,Unknown,Closed
KU 776,KWI,2024-08-21 18:40+03:00,2.0,Airbus A320 NEO,Kuwait Airways,Departure,2024-08-21 15:40:00+00:00,Unknown,Closed
F3 139,JED,2024-08-21 18:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-21 15:45:00+00:00,Unknown,Closed
PR 655,MNL,2024-08-21 18:50+03:00,2.0,Airbus A330-300,Philippine,Departure,2024-08-20 15:50:00+00:00,Departed,Closed
SV 1529,TUU,2024-08-21 18:50+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 15:50:00+00:00,Unknown,Closed
SV 1160,DMM,2024-08-21 19:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 16:00:00+00:00,Unknown,Closed
SV 1045,JED,2024-08-21 19:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-21 16:00:00+00:00,Unknown,Closed
SV 1229,RAE,2024-08-21 19:10+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-21 16:10:00+00:00,Unknown,Closed
SV 1905,TIF,2024-08-21 19:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 16:15:00+00:00,Unknown,Closed
SV 1785,GIZ,2024-08-21 19:20+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 16:20:00+00:00,Unknown,Closed
SV 1673,AHB,2024-08-21 19:30+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-21 16:30:00+00:00,Unknown,Closed
XY 265,CAI,2024-08-21 19:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-21 16:40:00+00:00,Unknown,Closed
F3 143,JED,2024-08-21 19:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-21 16:45:00+00:00,Unknown,Closed
SV 1297,URY,2024-08-21 19:55+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-21 16:55:00+00:00,Unknown,Closed
EK 819,DXB,2024-08-21 08:05+03:00,2.0,Boeing 777-300ER,Emirates,Arrival,2024-08-21 03:10:00+00:00,Unknown,Closed
SV 1133,DMM,2024-08-21 08:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 04:00:00+00:00,Unknown,Closed
SV 1586,YNB,2024-08-21 08:20+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 03:35:00+00:00,Unknown,Closed
6E 73,BOM,2024-08-21 08:40+03:00,2.0,Airbus A320 NEO,IndiGo,Arrival,2024-08-21 01:25:00+00:00,Unknown,Closed
SV 1020,JED,2024-08-21 08:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 04:00:00+00:00,Unknown,Closed
SV 1480,AQI,2024-08-21 08:55+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 04:45:00+00:00,Unknown,Closed
SV 1394,AJF,2024-08-21 09:00+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 04:20:00+00:00,Unknown,Closed
SV 1764,GIZ,2024-08-21 09:10+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 04:15:00+00:00,Unknown,Closed
SV 1230,RAE,2024-08-21 09:15+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 04:30:00+00:00,Unknown,Closed
PK 753,ISB,2024-08-21 09:30+03:00,2.0,Boeing 777-200,Pakistan International,Arrival,2024-08-21 02:30:00+00:00,Unknown,Closed
SV 1522,TUU,2024-08-21 09:40+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 04:35:00+00:00,Unknown,Closed
XY 4,JED,2024-08-21 09:55+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 05:05:00+00:00,Unknown,Closed
F3 104,JED,2024-08-21 10:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 05:30:00+00:00,Unknown,Closed
SV 1139,DMM,2024-08-21 10:15+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 06:00:00+00:00,Unknown,Closed
SV 1842,EAM,2024-08-21 10:30+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 05:40:00+00:00,Unknown,Closed
XY 106,GIZ,2024-08-21 10:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 05:45:00+00:00,Unknown,Closed
SV 1664,AHB,2024-08-21 10:40+03:00,5.0,Airbus A330,Saudi Arabian,Arrival,2024-08-21 05:50:00+00:00,Unknown,Closed
SV 1458,MED,2024-08-21 10:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 06:15:00+00:00,Expected,Closed
ME 424,BEY,2024-08-21 10:50+03:00,3.0,Airbus A320,Middle East,Arrival,2024-08-21 05:30:00+00:00,Unknown,Closed
XY 6,JED,2024-08-21 11:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 06:10:00+00:00,Unknown,Closed
SV 563,DXB,2024-08-21 11:40+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 06:40:00+00:00,Unknown,Closed
XY 94,MED,2024-08-21 11:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 07:25:00+00:00,Expected,Closed
MS 651,CAI,2024-08-21 12:00+03:00,2.0,Airbus A330-200,EgyptAir,Arrival,2024-08-21 06:25:00+00:00,Unknown,Closed
SV 1272,ELQ,2024-08-21 12:10+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 08:05:00+00:00,Unknown,Closed
H9 573,KTM,2024-08-21 12:15+03:00,2.0,Airbus A320,Himalaya,Arrival,2024-08-21 03:40:00+00:00,Unknown,Closed
XY 202,DXB,2024-08-21 12:20+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 07:25:00+00:00,Unknown,Closed
SV 1736,BHH,2024-08-21 12:35+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 08:05:00+00:00,Unknown,Closed
SV 1028,JED,2024-08-21 12:50+03:00,5.0,Boeing 777-300,Saudi Arabian,Arrival,2024-08-21 08:00:00+00:00,Unknown,Closed
XY 71,DMM,2024-08-21 13:10+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 09:05:00+00:00,Unknown,Closed
IX 995,HYD,2024-08-21 13:40+03:00,2.0,Boeing 737,Air India Express,Arrival,2024-08-21 04:55:00+00:00,Unknown,Closed
SV 807,DAC,2024-08-21 13:45+03:00,4.0,Boeing 777,Saudi Arabian,Arrival,2024-08-21 04:40:00+00:00,Unknown,Closed
F3 506,DXB,2024-08-21 13:50+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-21 08:50:00+00:00,Unknown,Closed
SV 1534,TUU,2024-08-21 13:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 08:45:00+00:00,Unknown,Closed
SV 1900,TIF,2024-08-21 13:55+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 09:20:00+00:00,Unknown,Closed
F3 116,JED,2024-08-21 14:05+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 09:25:00+00:00,Unknown,Closed
E5 337,HBE,2024-08-21 14:20+03:00,2.0,Airbus A320,Air Arabia Egypt,Arrival,2024-08-21 08:30:00+00:00,Unknown,Closed
XY 22,JED,2024-08-21 14:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 09:30:00+00:00,Unknown,Closed
XY 344,SJJ,2024-08-21 14:25+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 06:20:00+00:00,Unknown,Closed
SV 1510,TUI,2024-08-21 14:35+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 09:40:00+00:00,Unknown,Closed
SV 1332,HAS,2024-08-21 14:50+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 10:30:00+00:00,Unknown,Closed
XY 332,BUS,2024-08-21 14:55+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 08:35:00+00:00,Expected,Closed
SV 1238,RAE,2024-08-21 15:00+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 10:15:00+00:00,Unknown,Closed
F3 578,TZX,2024-08-21 15:05+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-21 08:30:00+00:00,Unknown,Closed
EY 317,AUH,2024-08-21 15:15+03:00,3.0,Airbus A320,Etihad Airways,Arrival,2024-08-21 10:15:00+00:00,Unknown,Closed
XY 136,EAM,2024-08-21 15:20+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 10:50:00+00:00,Unknown,Closed
SV 1864,EAM,2024-08-21 15:25+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 10:35:00+00:00,Unknown,Closed
F3 120,JED,2024-08-21 15:35+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 10:55:00+00:00,Unknown,Closed
J9 225,KWI,2024-08-21 15:45+03:00,2.0,Airbus A320,Jazeera Airways,Arrival,2024-08-21 11:30:00+00:00,Unknown,Closed
G9 154,SHJ,2024-08-21 16:00+03:00,1.0,Airbus A321,Air Arabia,Arrival,2024-08-21 11:15:00+00:00,Unknown,Closed
SV 1524,TUU,2024-08-21 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 10:55:00+00:00,Unknown,Closed
XY 36,JED,2024-08-21 16:00+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 11:10:00+00:00,Unknown,Closed
F3 76,EAM,2024-08-21 16:15+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 11:30:00+00:00,Unknown,Closed
F3 526,DWC,2024-08-21 16:20+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-21 11:20:00+00:00,Unknown,Closed
SV 541,DOH,2024-08-21 16:35+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 12:00:00+00:00,Expected,Closed
XY 787,MED,2024-08-21 16:45+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 12:20:00+00:00,Expected,Closed
XY 90,AHB,2024-08-21 16:55+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 12:20:00+00:00,Unknown,Closed
SV 1460,MED,2024-08-21 17:05+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 12:30:00+00:00,Expected,Closed
XY 206,DXB,2024-08-21 17:10+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 12:15:00+00:00,Unknown,Closed
F3 542,AMM,2024-08-21 17:15+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-21 11:55:00+00:00,Expected,Closed
SV 1738,BHH,2024-08-21 17:25+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 12:55:00+00:00,Unknown,Closed
XY 258,SAW,2024-08-21 17:40+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 10:50:00+00:00,Unknown,Closed
SV 1672,AHB,2024-08-21 17:50+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 13:05:00+00:00,Unknown,Closed
F3 122,JED,2024-08-21 17:55+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 13:10:00+00:00,Unknown,Closed
F3 128,JED,2024-08-21 18:10+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 13:35:00+00:00,Unknown,Closed
RJ 730,AMM,2024-08-21 18:25+03:00,2.0,Airbus A320,Royal Jordanian,Arrival,2024-08-21 13:15:00+00:00,Unknown,Closed
F3 608,CAI,2024-08-21 18:30+03:00,3.0,Airbus A320,flyadeal,Arrival,2024-08-21 12:40:00+00:00,Expected,Closed
XY 86,AHB,2024-08-21 18:35+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 14:00:00+00:00,Unknown,Closed
AI 921,BOM,2024-08-21 18:40+03:00,2.0,Airbus A320 NEO,Air India,Arrival,2024-08-21 11:10:00+00:00,Unknown,Closed
SV 328,SSH,2024-08-21 18:45+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 13:20:00+00:00,Unknown,Closed
SV 521,BAH,2024-08-21 18:55+03:00,4.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 14:35:00+00:00,Unknown,Closed
XY 218,DXB,2024-08-21 18:55+03:00,3.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 14:00:00+00:00,Unknown,Closed
F3 126,JED,2024-08-21 19:00+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 14:20:00+00:00,Unknown,Closed
SV 1526,TUU,2024-08-21 19:05+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 14:00:00+00:00,Unknown,Closed
F3 20,AHB,2024-08-21 19:20+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 14:40:00+00:00,Unknown,Closed
SV 1080,JED,2024-08-21 19:20+03:00,5.0,Airbus A320,Saudi Arabian,Arrival,2024-08-21 14:30:00+00:00,Unknown,Closed
SV 1508,RAH,2024-08-21 19:25+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-21 15:00:00+00:00,Unknown,Closed
F3 148,JED,2024-08-21 19:45+03:00,5.0,Airbus A320,flyadeal,Arrival,2024-08-21 15:05:00+00:00,Unknown,Closed
XY 138,EAM,2024-08-21 19:50+03:00,5.0,Airbus A320 NEO,flynas,Arrival,2024-08-21 15:20:00+00:00,Unknown,Closed
SV 1023,JED,2024-08-22 08:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 05:00:00+00:00,Unknown,Closed
F3 205,TUU,2024-08-22 08:05+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 05:05:00+00:00,Unknown,Closed
J9 230,KWI,2024-08-22 08:10+03:00,2.0,Airbus A320,Jazeera Airways,Departure,2024-08-22 05:10:00+00:00,Unknown,Closed
F3 585,GYD,2024-08-22 08:25+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-22 05:25:00+00:00,Unknown,Closed
SV 512,KWI,2024-08-22 08:35+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 05:35:00+00:00,Unknown,Closed
F3 33,GIZ,2024-08-22 08:40+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 05:40:00+00:00,Unknown,Closed
F3 505,DXB,2024-08-22 08:50+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-22 05:50:00+00:00,Unknown,Closed
SV 1737,BHH,2024-08-22 08:55+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 05:55:00+00:00,Unknown,Closed
SV 1025,JED,2024-08-22 09:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 06:00:00+00:00,Unknown,Closed
SV 1805,GIZ,2024-08-22 09:05+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 06:05:00+00:00,Unknown,Closed
G9 152,SHJ,2024-08-22 09:10+03:00,1.0,Airbus A320,Air Arabia,Departure,2024-08-22 06:10:00+00:00,Unknown,Closed
EK 820,DXB,2024-08-22 09:40+03:00,2.0,Boeing 777,Emirates,Departure,2024-08-22 06:40:00+00:00,Departed,Closed
XY 17,JED,2024-08-22 09:50+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-22 06:50:00+00:00,Unknown,Closed
F3 115,JED,2024-08-22 10:00+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 07:00:00+00:00,Unknown,Closed
SV 1511,TUI,2024-08-22 10:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 07:00:00+00:00,Unknown,Closed
EY 358,AUH,2024-08-22 10:05+03:00,3.0,Airbus A320,Etihad Airways,Departure,2024-08-22 07:05:00+00:00,Unknown,Closed
SV 1669,AHB,2024-08-22 10:10+03:00,5.0,Airbus A330,Saudi Arabian,Departure,2024-08-22 07:10:00+00:00,Unknown,Closed
F3 225,MED,2024-08-22 10:15+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 07:15:00+00:00,Departed,Closed
SV 263,IST,2024-08-22 10:30+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-22 07:30:00+00:00,Departed,Closed
SV 1029,JED,2024-08-22 11:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 08:00:00+00:00,Unknown,Closed
SV 1865,EAM,2024-08-22 11:05+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 08:05:00+00:00,Unknown,Closed
SV 774,COK,2024-08-22 11:10+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-22 08:10:00+00:00,Unknown,Closed
AI 1922,BOM,2024-08-22 11:25+03:00,2.0,Airbus A320 (Sharklets),Air India,Departure,2024-08-22 08:25:00+00:00,Unknown,Closed
F3 119,JED,2024-08-22 11:25+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 08:25:00+00:00,Unknown,Closed
XY 35,JED,2024-08-22 11:30+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-22 08:30:00+00:00,Unknown,Closed
SV 558,DXB,2024-08-22 11:30+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-22 08:30:00+00:00,Departed,Closed
F3 17,AHB,2024-08-22 11:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 08:45:00+00:00,Unknown,Closed
ME 425,BEY,2024-08-22 11:50+03:00,3.0,Airbus A321 NEO,Middle East,Departure,2024-08-22 08:50:00+00:00,Unknown,Closed
XY 267,CAI,2024-08-22 12:00+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 09:00:00+00:00,Unknown,Closed
SV 633,AMM,2024-08-22 12:05+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 09:05:00+00:00,Unknown,Closed
F3 53,TIF,2024-08-22 12:10+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 09:10:00+00:00,Unknown,Closed
XY 359,TZX,2024-08-22 12:20+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 09:20:00+00:00,Unknown,Closed
SV 540,DOH,2024-08-22 12:30+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 09:30:00+00:00,Departed,Closed
SV 327,SSH,2024-08-22 12:40+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 09:40:00+00:00,Unknown,Closed
SV 736,LHE,2024-08-22 13:00+03:00,4.0,Boeing 777-300,Saudi Arabian,Departure,2024-08-22 10:00:00+00:00,Unknown,Closed
SV 1172,DMM,2024-08-22 13:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 10:00:00+00:00,Unknown,Closed
XY 19,JED,2024-08-22 13:10+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-22 10:10:00+00:00,Unknown,Closed
XY 149,AJF,2024-08-22 13:20+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-22 10:20:00+00:00,Unknown,Closed
F3 591,SJJ,2024-08-22 13:20+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-22 10:20:00+00:00,Unknown,Closed
F3 121,JED,2024-08-22 13:30+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 10:30:00+00:00,Unknown,Closed
SV 554,DXB,2024-08-22 13:45+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-22 10:45:00+00:00,Unknown,Closed
SV 1735,BHH,2024-08-22 13:45+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 10:45:00+00:00,Unknown,Closed
SM 464,HMB,2024-08-22 14:00+03:00,2.0,Airbus A320,Air Cairo,Departure,2024-08-22 11:00:00+00:00,Unknown,Closed
F3 127,JED,2024-08-22 14:00+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 11:00:00+00:00,Unknown,Closed
SV 1389,AJF,2024-08-22 14:30+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 11:30:00+00:00,Unknown,Closed
XY 85,AHB,2024-08-22 14:35+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-22 11:35:00+00:00,Unknown,Closed
F3 125,JED,2024-08-22 14:50+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 11:50:00+00:00,Unknown,Closed
XY 305,TZX,2024-08-22 14:55+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 11:55:00+00:00,Unknown,Closed
SV 1150,DMM,2024-08-22 15:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 12:00:00+00:00,Unknown,Closed
XY 21,JED,2024-08-22 15:05+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-22 12:05:00+00:00,Unknown,Closed
XY 211,DXB,2024-08-22 15:10+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 12:10:00+00:00,Unknown,Closed
E5 411,CAI,2024-08-22 15:10+03:00,2.0,Airbus A320,Air Arabia Egypt,Departure,2024-08-22 12:10:00+00:00,Unknown,Closed
F3 19,AHB,2024-08-22 15:20+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 12:20:00+00:00,Unknown,Closed
F3 573,IST,2024-08-22 15:25+03:00,3.0,Airbus A330-200,flyadeal,Departure,2024-08-22 12:25:00+00:00,Departed,Closed
XY 223,DOH,2024-08-22 15:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 12:40:00+00:00,Departed,Closed
SV 1787,GIZ,2024-08-22 16:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 13:00:00+00:00,Unknown,Closed
SV 1039,JED,2024-08-22 16:00+03:00,5.0,Boeing 777,Saudi Arabian,Departure,2024-08-22 13:00:00+00:00,Unknown,Closed
SV 560,DXB,2024-08-22 16:00+03:00,4.0,Boeing 777,Saudi Arabian,Departure,2024-08-22 13:00:00+00:00,Unknown,Closed
GF 190,BAH,2024-08-22 16:00+03:00,2.0,Airbus A320,Gulf Air,Departure,2024-08-22 13:00:00+00:00,Unknown,Closed
MS 690,CAI,2024-08-22 16:00+03:00,2.0,Boeing 737-800,EgyptAir,Departure,2024-08-22 13:00:00+00:00,Unknown,Closed
SV 510,KWI,2024-08-22 16:05+03:00,4.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 13:05:00+00:00,Unknown,Closed
SV 1853,EAM,2024-08-22 16:15+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 13:15:00+00:00,Unknown,Closed
WY 684,MCT,2024-08-22 16:25+03:00,2.0,Boeing 737,Oman Air,Departure,2024-08-22 13:25:00+00:00,Unknown,Closed
EY 318,AUH,2024-08-22 16:30+03:00,3.0,Airbus A320,Etihad Airways,Departure,2024-08-22 13:30:00+00:00,Unknown,Closed
XY 277,SSH,2024-08-22 16:35+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 13:35:00+00:00,Unknown,Closed
F3 21,AHB,2024-08-22 16:40+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 13:40:00+00:00,Unknown,Closed
F3 509,DXB,2024-08-22 16:55+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-22 13:55:00+00:00,Departed,Closed
G9 155,SHJ,2024-08-22 17:00+03:00,1.0,Airbus A320 (Sharklets),Air Arabia,Departure,2024-08-22 14:00:00+00:00,Unknown,Closed
SV 1154,DMM,2024-08-22 17:00+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 14:00:00+00:00,Unknown,Closed
SV 1079,JED,2024-08-22 17:30+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 14:30:00+00:00,Unknown,Closed
F3 511,DXB,2024-08-22 17:30+03:00,3.0,Airbus A320,flyadeal,Departure,2024-08-22 14:30:00+00:00,Departed,Closed
XY 37,JED,2024-08-22 17:40+03:00,5.0,Airbus A320 NEO,flynas,Departure,2024-08-22 14:40:00+00:00,Unknown,Closed
F3 23,AHB,2024-08-22 17:50+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 14:50:00+00:00,Unknown,Closed
F3 137,JED,2024-08-22 17:55+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 14:55:00+00:00,Unknown,Closed
SV 552,DXB,2024-08-22 18:00+03:00,4.0,Airbus A330,Saudi Arabian,Departure,2024-08-22 15:00:00+00:00,Unknown,Closed
SV 1335,HAS,2024-08-22 18:10+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 15:10:00+00:00,Unknown,Closed
SV 1583,YNB,2024-08-22 18:15+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 15:15:00+00:00,Unknown,Closed
SV 333,HBE,2024-08-22 18:35+03:00,4.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 15:35:00+00:00,Unknown,Closed
XY 349,HRG,2024-08-22 18:40+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 15:40:00+00:00,Unknown,Closed
SV 1529,TUU,2024-08-22 18:50+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 15:50:00+00:00,Unknown,Closed
PR 655,MNL,2024-08-22 18:50+03:00,2.0,Airbus A330-300,Philippine,Departure,2024-08-21 15:50:00+00:00,Departed,Closed
SV 1160,DMM,2024-08-22 19:00+03:00,5.0,Airbus A320,Saudi Arabian,Departure,2024-08-22 16:00:00+00:00,Unknown,Closed
SV 1229,RAE,2024-08-22 19:10+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 16:10:00+00:00,Unknown,Closed
RJ 731,AMM,2024-08-22 19:15+03:00,2.0,Embraer 195,Royal Jordanian,Departure,2024-08-22 16:15:00+00:00,Unknown,Closed
XY 259,SAW,2024-08-22 19:25+03:00,3.0,Airbus A320 NEO,flynas,Departure,2024-08-22 16:25:00+00:00,Unknown,Closed
SV 1465,MED,2024-08-22 19:35+03:00,5.0,Airbus A321,Saudi Arabian,Departure,2024-08-22 16:35:00+00:00,Departed,Closed
F3 143,JED,2024-08-22 19:45+03:00,5.0,Airbus A320,flyadeal,Departure,2024-08-22 16:45:00+00:00,Unknown,Closed
EK 819,DXB,2024-08-22 08:05+03:00,2.0,Boeing 777-300ER,Emirates,Arrival,2024-08-22 03:10:00+00:00,Unknown,Closed
SV 1586,YNB,2024-08-22 08:20+03:00,5.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 03:35:00+00:00,Unknown,Closed
SV 3434,HBE,2024-08-22 08:30+03:00,4.0,Airbus A321,Saudi Arabian,Arrival,2024-08-22 02:25:00+00:00,Unknown,Closed
SV 1020,JED,2024-08-22 08:50+03:00,5.0,Boeing 777,Saudi Arabian,Arrival,2024-08-22 04:00:00+00:00,Unknown,Closed
SV 276,IST,2024-08-22 08:55+03:00,4.0,Airbus A330,Saudi Arabian,Arrival,2024-08-22 01:30:00+00:00,Expected,Closed
